아이디,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위
544,2,4,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,112.5,5.0,"역사, 전통, 자연"
549,1,3,1,콘텐츠 및 문화,여행 편의성,친구형,2,수도권/지방형(탐험가형),158.142857142857,7.0,"역사, 전통, 자연"
550,2,3,1,콘텐츠 및 문화,가성비,단체형,2,수도권/지방형(탐험가형),179.78064,4.0,"역사, 전통, 자연"
554,2,3,4,경험형,여행 편의성,가족형,1,서울 심층형,750.0,7.0,도시 소비형
558,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,2,서울 심층형,149.8172,7.0,"역사, 전통, 자연"
559,1,5,3,콘텐츠 및 문화,여행 편의성,직장형,2,수도권/지방형(탐험가형),170.791608,5.0,"역사, 전통, 자연"
560,2,4,4,콘텐츠 및 문화,여행 편의성,가족형,2,서울 단기형,400.52,5.0,도시 소비형
561,1,2,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,335.8,4.0,특수 목적
562,1,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,158.823529411765,17.0,특수 목적
563,2,4,2,콘텐츠 및 문화,여행 편의성,가족형,2,서울 단기형,306.85,5.0,"역사, 전통, 자연"
565,1,4,1,가성비 및 접근성,가성비,직장형,2,수도권/지방형(탐험가형),170.417065,4.0,"역사, 전통, 자연"
575,2,4,1,가성비 및 접근성,안전 및 퀄리티,가족형,3,서울 단기형,258.4,5.0,도시 소비형
577,1,5,3,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,893.633333333333,6.0,"역사, 전통, 자연"
578,2,2,1,경험형,안전 및 퀄리티,직장형,2,서울 단기형,239.02,5.0,도시 소비형
580,1,3,2,기타,여행 편의성,직장형,2,서울 단기형,268.09,5.0,특수 목적
581,1,4,2,경험형,안전 및 퀄리티,단체형,3,서울 심층형,180.0,6.0,"역사, 전통, 자연"
583,2,4,1,콘텐츠 및 문화,안전 및 퀄리티,직장형,2,서울 단기형,1485.8,5.0,특수 목적
584,2,2,1,경험형,안전 및 퀄리티,단체형,2,서울 심층형,150.0,6.0,경험형
585,2,3,2,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,516.8,5.0,특수 목적
590,2,5,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,540.64,5.0,"역사, 전통, 자연"
594,2,4,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,191.862,5.0,도시 소비형
595,2,2,1,경험형,여행 편의성,가족형,1,서울 심층형,199.028077044875,16.0,도시 소비형
598,2,3,1,콘텐츠 및 문화,여행 편의성,가족형,2,서울 단기형,188.955,5.0,도시 소비형
601,2,5,4,기타,여행 편의성,가족형,2,수도권/지방형(탐험가형),199.714285714286,7.0,도시 소비형
603,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,437.2275,14.0,"역사, 전통, 자연"
604,2,2,2,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,401.577272727273,11.0,"역사, 전통, 자연"
605,2,3,2,경험형,여행 편의성,가족형,1,서울 단기형,973.333333333333,3.0,도시 소비형
606,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 심층형,258.89655,10.0,경험형
609,2,4,4,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,525.6,4.0,경험형
614,2,1,2,경험형,안전 및 퀄리티,가족형,1,서울 심층형,301.466666666667,6.0,경험형
615,1,3,1,경험형,여행 편의성,가족형,2,서울 심층형,926.811428571429,7.0,경험형
616,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,448.924285714286,7.0,"역사, 전통, 자연"
617,1,5,3,경험형,안전 및 퀄리티,가족형,2,서울 단기형,742.9,4.0,도시 소비형
618,2,5,4,콘텐츠 및 문화,여행 편의성,단체형,1,서울 단기형,1292.0,5.0,도시 소비형
622,2,4,1,경험형,여행 편의성,가족형,1,서울 심층형,928.571428571429,7.0,특수 목적
624,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,서울 단기형,426.36,5.0,도시 소비형
625,2,5,4,가성비 및 접근성,안전 및 퀄리티,단체형,1,서울 단기형,368.22,5.0,도시 소비형
626,2,2,2,경험형,여행 편의성,혼자형,2,서울 심층형,160.518428571429,21.0,특수 목적
628,1,5,2,콘텐츠 및 문화,여행 편의성,가족형,3,서울 단기형,264.86,5.0,도시 소비형
630,1,2,2,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,206.72,5.0,도시 소비형
631,2,1,1,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,290.7,6.0,특수 목적
634,1,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,3,수도권/지방형(탐험가형),277.78,5.0,"역사, 전통, 자연"
640,1,3,1,경험형,안전 및 퀄리티,가족형,2,서울 심층형,281.25,8.0,도시 소비형
641,2,2,1,가성비 및 접근성,안전 및 퀄리티,가족형,3,서울 단기형,400.52,5.0,도시 소비형
645,2,3,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,381.14,5.0,특수 목적
648,1,4,2,콘텐츠 및 문화,여행 편의성,가족형,3,서울 단기형,251.94,5.0,도시 소비형
652,2,1,1,경험형,여행 편의성,단체형,2,서울 단기형,187.2,5.0,도시 소비형
656,2,2,4,콘텐츠 및 문화,가성비,친구형,1,서울 심층형,106.248,10.0,경험형
657,2,5,1,경험형,여행 편의성,혼자형,1,서울 심층형,683.333333333333,6.0,경험형
658,1,2,3,경험형,안전 및 퀄리티,가족형,1,서울 심층형,161.219454545455,11.0,경험형
659,2,4,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 단기형,1687.5,2.0,경험형
660,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,직장형,1,서울 단기형,27.96,5.0,도시 소비형
662,2,5,1,콘텐츠 및 문화,여행 편의성,친구형,3,서울 심층형,232.821428571429,7.0,도시 소비형
663,2,4,4,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,377.46,5.0,도시 소비형
664,2,2,3,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,215.6559,10.0,"역사, 전통, 자연"
667,1,2,1,가성비 및 접근성,안전 및 퀄리티,직장형,1,서울 단기형,268.64,5.0,도시 소비형
669,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,171.754285714286,7.0,경험형
678,2,3,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 심층형,156.385714285714,7.0,특수 목적
680,2,3,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,267.95,6.0,도시 소비형
684,2,4,1,경험형,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),170.286666666667,9.0,경험형
687,2,5,1,경험형,안전 및 퀄리티,복합형(가족+친구),2,서울 단기형,381.14,5.0,"역사, 전통, 자연"
688,1,1,1,경험형,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),189.315,8.0,특수 목적
689,2,3,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,235.0,5.0,도시 소비형
691,2,4,4,경험형,가성비,친구형,1,서울 단기형,284.0,3.0,도시 소비형
692,2,2,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,213.0,5.0,도시 소비형
693,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,159.75,4.0,도시 소비형
695,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,3,서울 심층형,161.5,10.0,특수 목적
696,2,4,1,경험형,여행 편의성,가족형,1,서울 단기형,468.75,4.0,"역사, 전통, 자연"
700,1,5,2,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,978.6,4.0,경험형
701,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 심층형,1004.92857142857,7.0,특수 목적
705,2,2,3,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,271.142857142857,7.0,도시 소비형
708,2,2,2,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,244.95,4.0,도시 소비형
709,2,2,1,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,279.266666666667,3.0,도시 소비형
710,2,2,4,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 단기형,292.0,5.0,"역사, 전통, 자연"
714,1,1,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,164.265,4.0,경험형
715,2,3,2,가성비 및 접근성,가성비,친구형,1,서울 단기형,307.666666666667,3.0,도시 소비형
716,2,2,3,가성비 및 접근성,가성비,친구형,1,서울 단기형,309.56,5.0,도시 소비형
717,2,2,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,376.3,4.0,도시 소비형
720,1,4,4,경험형,안전 및 퀄리티,가족형,2,서울 심층형,22.0,6.0,"역사, 전통, 자연"
722,1,2,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,639.5,5.0,도시 소비형
724,2,2,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,443.84,5.0,경험형
730,1,6,4,기타,여행 편의성,혼자형,1,수도권/지방형(탐험가형),1687.5,2.0,경험형
738,2,1,2,가성비 및 접근성,가성비,가족형,1,서울 단기형,346.75,4.0,도시 소비형
741,2,2,2,콘텐츠 및 문화,여행 편의성,가족형,2,서울 단기형,279.6,5.0,특수 목적
744,1,2,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,서울 단기형,325.0,5.0,"역사, 전통, 자연"
745,1,5,1,콘텐츠 및 문화,여행 편의성,복합형(가족+친구),1,서울 단기형,122.475,3.0,도시 소비형
756,2,4,2,콘텐츠 및 문화,여행 편의성,혼자형,2,서울 단기형,251.64,5.0,경험형
757,1,2,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,201.166666666667,3.0,도시 소비형
760,2,3,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,95.0,5.0,경험형
762,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,330.0,10.0,경험형
766,1,2,1,가성비 및 접근성,여행 편의성,가족형,1,서울 심층형,171.272727272727,11.0,특수 목적
767,1,4,2,가성비 및 접근성,여행 편의성,가족형,2,서울 단기형,372.8,3.0,도시 소비형
768,1,2,2,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,363.636363636364,11.0,특수 목적
771,2,4,4,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,447.733333333333,3.0,"역사, 전통, 자연"
774,2,2,1,가성비 및 접근성,가성비,가족형,1,서울 단기형,153.78,5.0,특수 목적
776,2,3,2,경험형,여행 편의성,단체형,1,서울 심층형,150.72,12.0,경험형
777,2,2,1,콘텐츠 및 문화,여행 편의성,가족형,3,수도권/지방형(탐험가형),275.0,10.0,특수 목적
778,1,3,3,가성비 및 접근성,안전 및 퀄리티,직장형,1,서울 심층형,272.533333333333,6.0,"역사, 전통, 자연"
780,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,193.39,6.0,"역사, 전통, 자연"
781,2,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,1474.6,4.0,경험형
786,1,3,2,경험형,가성비,가족형,1,서울 단기형,297.075,4.0,도시 소비형
787,2,2,4,경험형,여행 편의성,친구형,1,서울 단기형,579.133333333333,3.0,"역사, 전통, 자연"
788,2,5,4,경험형,여행 편의성,단체형,1,서울 심층형,75.0202380952381,12.0,"역사, 전통, 자연"
790,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,서울 심층형,179.2725,8.0,특수 목적
792,1,2,1,가성비 및 접근성,여행 편의성,친구형,1,서울 심층형,187.662857142857,7.0,경험형
793,2,3,4,기타,안전 및 퀄리티,직장형,2,서울 단기형,279.6,5.0,도시 소비형
794,1,3,1,경험형,여행 편의성,가족형,2,서울 심층형,130.38,10.0,"역사, 전통, 자연"
796,2,4,2,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 심층형,136.8375,8.0,경험형
797,1,5,4,경험형,가성비,단체형,3,수도권/지방형(탐험가형),22.0,7.0,도시 소비형
799,2,3,4,경험형,여행 편의성,가족형,3,서울 심층형,157.5425,6.0,도시 소비형
800,1,4,1,경험형,여행 편의성,가족형,1,서울 심층형,170.218333333333,7.0,"역사, 전통, 자연"
802,2,2,1,경험형,여행 편의성,가족형,1,서울 심층형,500.434285714286,7.0,도시 소비형
803,2,5,1,경험형,여행 편의성,가족형,1,서울 심층형,181.083333333333,6.0,도시 소비형
804,2,5,4,경험형,여행 편의성,가족형,3,서울 심층형,22.0,6.0,"역사, 전통, 자연"
807,2,4,2,경험형,여행 편의성,가족형,2,서울 심층형,147.764,10.0,"역사, 전통, 자연"
808,2,2,1,가성비 및 접근성,안전 및 퀄리티,혼자형,2,서울 심층형,90.87,20.0,특수 목적
811,2,2,1,경험형,여행 편의성,가족형,2,서울 심층형,155.214285714286,7.0,도시 소비형
812,2,3,4,가성비 및 접근성,여행 편의성,혼자형,2,서울 단기형,206.72,5.0,도시 소비형
815,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,279.6,5.0,도시 소비형
816,2,2,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),142.0,4.0,도시 소비형
820,2,3,1,경험형,안전 및 퀄리티,가족형,2,서울 심층형,240.840833333333,6.0,"역사, 전통, 자연"
821,2,3,1,가성비 및 접근성,안전 및 퀄리티,가족형,2,서울 단기형,169.0,5.0,"역사, 전통, 자연"
822,2,5,3,경험형,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),307.666666666667,3.0,도시 소비형
824,2,2,1,경험형,가성비,가족형,2,서울 심층형,95.06875,8.0,특수 목적
826,2,2,3,경험형,여행 편의성,단체형,1,서울 심층형,392.835714285714,7.0,도시 소비형
829,2,3,2,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,223.68,5.0,경험형
836,2,2,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),290.7,4.0,도시 소비형
847,1,3,1,가성비 및 접근성,안전 및 퀄리티,가족형,2,서울 심층형,225.0,6.0,도시 소비형
848,1,2,1,경험형,안전 및 퀄리티,단체형,2,서울 단기형,234.0,5.0,도시 소비형
849,2,4,1,콘텐츠 및 문화,여행 편의성,직장형,2,서울 심층형,300.0,6.0,경험형
852,1,3,3,경험형,여행 편의성,가족형,1,수도권/지방형(탐험가형),298.775,4.0,"역사, 전통, 자연"
858,2,5,2,경험형,안전 및 퀄리티,복합형(가족+친구),1,수도권/지방형(탐험가형),226.1,4.0,"역사, 전통, 자연"
859,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,4,서울 심층형,168.415384615385,13.0,"역사, 전통, 자연"
862,1,5,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),277.78,5.0,"역사, 전통, 자연"
864,1,2,2,경험형,안전 및 퀄리티,혼자형,1,서울 단기형,216.0,5.0,도시 소비형
867,2,4,4,가성비 및 접근성,가성비,친구형,1,수도권/지방형(탐험가형),258.4,5.0,"역사, 전통, 자연"
868,2,3,2,가성비 및 접근성,안전 및 퀄리티,혼자형,2,서울 심층형,250.217142857143,14.0,경험형
878,2,4,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,624.238333333333,6.0,도시 소비형
884,1,2,2,가성비 및 접근성,여행 편의성,혼자형,1,서울 심층형,349.573466666667,15.0,도시 소비형
887,2,3,1,경험형,안전 및 퀄리티,기타형,1,서울 단기형,1433.33333333333,3.0,"역사, 전통, 자연"
890,2,1,1,경험형,여행 편의성,혼자형,1,서울 심층형,420.7,21.0,경험형
892,2,2,2,경험형,여행 편의성,가족형,2,수도권/지방형(탐험가형),110.251928571429,28.0,도시 소비형
912,2,5,1,경험형,여행 편의성,가족형,1,서울 심층형,247.5,8.0,"역사, 전통, 자연"
914,2,2,2,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,214.003333333333,6.0,경험형
916,2,2,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,380.0,5.0,경험형
924,2,2,1,경험형,여행 편의성,친구형,1,서울 심층형,342.5,6.0,"역사, 전통, 자연"
928,2,3,3,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,173.578571428571,7.0,도시 소비형
931,2,2,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),139.966666666667,5.0,"역사, 전통, 자연"
932,1,2,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,218.94,7.0,도시 소비형
939,2,5,3,가성비 및 접근성,여행 편의성,가족형,2,서울 심층형,117.241666666667,6.0,"역사, 전통, 자연"
941,2,2,1,경험형,여행 편의성,가족형,1,수도권/지방형(탐험가형),139.966666666667,5.0,도시 소비형
944,2,5,2,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),193.8,5.0,"역사, 전통, 자연"
950,2,5,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,279.78125,8.0,도시 소비형
952,1,2,1,경험형,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),183.033333333333,4.0,"역사, 전통, 자연"
953,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,231.25,8.0,경험형
954,2,4,1,경험형,여행 편의성,가족형,2,서울 심층형,277.777777777778,9.0,"역사, 전통, 자연"
955,2,3,1,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),282.625,4.0,"역사, 전통, 자연"
958,1,6,1,경험형,안전 및 퀄리티,가족형,1,서울 심층형,165.762857142857,7.0,도시 소비형
960,2,4,2,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),161.5,5.0,도시 소비형
962,1,5,3,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),258.4,5.0,도시 소비형
963,1,6,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,1248.47666666667,6.0,도시 소비형
964,1,1,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 심층형,149.8172,15.0,특수 목적
967,1,5,1,경험형,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),43.338,10.0,도시 소비형
970,1,2,1,경험형,여행 편의성,가족형,1,서울 심층형,322.5,6.0,특수 목적
971,1,4,2,가성비 및 접근성,안전 및 퀄리티,복합형(가족+친구),2,수도권/지방형(탐험가형),511.6,6.0,도시 소비형
