아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,총 국내 지출경비,총 식비_비율,총 국내 교통비_비율,총 체험/활동비_비율,총 뷰티/의료비_비율,총 여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
351.0,11.0,2.0,5.0,1,4.0,8.0,6.0,6.0,260.0,15.0,1. 호텔,가족형,1,서울,3900.0,0.1282051282051282,0.038461538461538464,0.0,0.0,0.0,0.19230769230769232,0.6410256410256411,0.0
352.0,16.0,2.0,2.0,1,1.0,8.0,2.0,5.0,53.38,6.0,1. 호텔,가족형,1,서울,325.58,0.39999385711653046,0.0,0.0,0.0,0.0,0.39999385711653046,0.20001228576693902,0.0
355.0,15.0,2.0,2.0,1,2.0,2.0,6.0,5.0,75.51,15.0,8. 기타,가족형,2,서울,1132.6699999999998,0.29999911713032046,0.12600316067345302,0.059999823426064094,0.0,0.0,0.1999964685212816,0.29999911713032046,0.01400231311856057
356.0,6.0,1.0,5.0,1,1.0,9.0,1.0,4.0,52.02,5.0,1. 호텔,직장형,1,서울,325.59,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.5555453177308886,0.11112134893577813
358.0,5.0,2.0,2.0,1,4.0,2.0,15.0,5.0,123.83,5.0,1. 호텔,가족형,3,서울,619.15,0.20689655172413793,0.0,0.2758620689655173,0.0,0.0,0.24137931034482757,0.2758620689655173,0.0
360.0,13.0,1.0,3.0,1,1.0,10.0,5.0,3.0,124.8,5.0,1. 호텔,친구형,2,서울,624.0,0.358974358974359,0.07692307692307693,0.10256410256410256,0.0,0.0,0.2564102564102564,0.20512820512820512,0.0
363.0,4.0,1.0,4.0,1,1.0,8.0,6.0,6.0,169.09,11.0,1. 호텔,혼자형,1,서울,1860.0,0.3225806451612903,0.021505376344086023,0.010752688172043012,0.0,0.0,0.5913978494623656,0.0,0.053763440860215055
365.0,10.0,2.0,4.0,1,3.0,2.0,5.0,6.0,75.34,6.0,1. 호텔,가족형,1,서울,452.02000000000004,0.27472235741781337,0.05495332064952878,0.06592628644750231,0.0,0.04395823193663997,0.27472235741781337,0.27472235741781337,0.010995088712888809
370.0,3.0,1.0,3.0,1,1.0,1.0,2.0,6.0,221.21,7.0,1. 호텔,가족형,1,서울,1548.5,0.021052631578947368,0.031578947368421054,0.0,0.0,0.0,0.21052631578947367,0.7368421052631579,0.0
379.0,15.0,1.0,2.0,1,1.0,1.0,10.0,3.0,146.79,10.0,1. 호텔,가족형,1,서울,1467.93,0.23148242763619517,0.04398029878808935,0.0,0.023148242763619514,0.0,0.34722364145429274,0.34722364145429274,0.006941747903510384
387.0,8.0,1.0,3.0,1,2.0,2.0,1.0,6.0,83.32,6.0,1. 호텔,가족형,2,부산,499.94,0.26109133095971515,0.09083089970796494,0.012381485778293396,0.0,0.0,0.4540544865383846,0.17028043365203824,0.011361363363603633
390.0,15.0,2.0,4.0,1,1.0,7.0,1.0,6.0,58.19,24.0,1. 호텔+5. 민박/펜션,가족형,3,서울,1396.5,0.21087719298245614,0.10156820622986036,0.0,0.0,0.03869674185463659,0.4055352667382743,0.24332259219477265,0.0
391.0,6.0,1.0,4.0,1,3.0,8.0,1.0,3.0,144.5,5.0,1. 호텔,가족형,1,서울,722.5,0.0,0.0,0.0,0.0,0.6,0.1,0.3,0.0
395.0,2.0,2.0,2.0,1,2.0,7.0,13.0,4.0,258.4,15.0,4. 게스트하우스/호스텔,혼자형,1,서울,3876.0,0.0196078431372549,0.0392156862745098,0.0,0.8235294117647058,0.0,0.11764705882352941,0.0,0.0
400.0,10.0,1.0,2.0,1,1.0,1.0,3.0,6.0,248.12,10.0,1. 호텔+3. 콘도미니엄/리조트,복합형(가족+친구),4,서울,2481.19,0.1501497265425058,0.04504693312483123,0.015016987816330067,0.0,0.3303293983935128,0.0,0.45044917962751746,0.009007774495302658
401.0,4.0,2.0,2.0,1,2.0,2.0,7.0,6.0,119.29,7.0,4. 게스트하우스/호스텔,친구형,1,서울,835.0,0.2155688622754491,0.17964071856287425,0.03592814371257485,0.0,0.0,0.2155688622754491,0.2994011976047904,0.05389221556886228
402.0,4.0,1.0,2.0,1,1.0,1.0,1.0,10.0,145.71,7.0,1. 호텔,혼자형,4,서울,1020.0,0.19607843137254902,0.29411764705882354,0.0,0.0,0.0,0.49019607843137253,0.0196078431372549,0.0
409.0,10.0,1.0,2.0,1,1.0,1.0,11.0,6.0,152.86,7.0,1. 호텔,가족형,2,서울,1070.0,0.18691588785046728,0.0498411214953271,0.01557943925233645,0.0,0.0,0.43614018691588785,0.3115233644859813,0.0
414.0,2.0,2.0,2.0,1,4.0,7.0,7.0,5.0,220.4,3.0,1. 호텔,친구형,1,서울,661.2,0.08045977011494253,0.5172413793103448,0.0,0.0,0.0,0.17241379310344826,0.22988505747126436,0.0
415.0,10.0,1.0,2.0,1,1.0,1.0,1.0,6.0,298.04,6.0,1. 호텔,친구형,2,서울,1788.25,0.2083321683209842,0.041666433664196846,0.08333845938766951,0.0,0.0,0.33333146931357477,0.33333146931357477,0.0
416.0,10.0,1.0,2.0,1,1.0,1.0,4.0,3.0,372.55,6.0,1. 호텔,가족형,2,서울,2235.31,0.250001118413106,0.0,0.0,0.0,0.0,0.33333184211585865,0.41666703947103534,0.0
423.0,97.0,2.0,2.0,1,1.0,1.0,1.0,5.0,263.56,6.0,1. 호텔,친구형,2,서울,1581.4099999999999,0.1891919236630602,0.13513889503670776,0.0,0.10135259040982415,0.06756628578294055,0.23648516197570527,0.2702651431317622,0.0
428.0,15.0,2.0,3.0,1,2.0,8.0,2.0,3.0,172.73,4.0,1. 호텔,가족형,1,서울,690.93,0.5081990939747877,0.06557827855209644,0.06556380530589206,0.0,0.0,0.16393845975713894,0.19672036241008495,0.0
436.0,6.0,2.0,4.0,1,3.0,5.0,2.0,5.0,61.93,7.0,1. 호텔,친구형,1,서울,433.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0
440.0,7.0,2.0,2.0,1,1.0,9.0,3.0,6.0,337.77,6.0,1. 호텔,가족형,1,서울,2026.6,0.4,0.07619165104115268,0.0,0.0,0.0,0.22857001875061683,0.2857149906246916,0.009523339583538933
443.0,14.0,2.0,4.0,1,1.0,8.0,12.0,4.0,156.7,10.0,3. 콘도미니엄/리조트,가족형,1,서울,1566.98,0.11764668342927159,0.011767859194118624,0.0,0.0,0.0,0.16470535680098022,0.7058801005756294,0.0
444.0,6.0,1.0,2.0,1,1.0,6.0,5.0,3.0,33.98,8.0,1. 호텔,가족형,1,서울,325.59000000000003,0.25000767836850024,0.0,0.0,0.0,0.0,0.25000767836850024,0.4999846432629994,0.0
446.0,9.0,1.0,3.0,1,2.0,2.0,6.0,6.0,126.83,6.0,4. 게스트하우스/호스텔,단체형,3,서울,761.01,0.23521372912313898,0.033613224530558074,0.15994533580373452,0.0,0.0,0.23521372912313898,0.33601398141942945,0.0
447.0,5.0,2.0,3.0,1,1.0,4.0,2.0,6.0,394.55,5.0,1. 호텔,가족형,1,서울,1972.7399999999998,0.16233766233766236,0.019480519480519484,0.0,0.0,0.551948051948052,0.0,0.25974025974025977,0.006493506493506495
450.0,3.0,2.0,3.0,1,3.0,2.0,1.0,1.0,164.16,7.0,1. 호텔,가족형,1,서울,1149.15,0.4609929078014184,0.07092198581560283,0.0,0.0,0.0,0.2553191489361702,0.21276595744680848,0.0
452.0,10.0,1.0,2.0,1,1.0,1.0,3.0,2.0,204.9,5.0,1. 호텔,가족형,1,서울,1024.52,0.2727228360598134,0.0,0.0,0.0,0.0,0.1818217311521493,0.5454554327880373,0.0
453.0,9.0,2.0,3.0,1,1.0,7.0,2.0,1.0,182.84,7.0,1. 호텔,친구형,1,서울,1279.85,0.16783216783216787,0.06293706293706294,0.0,0.06993006993006994,0.0,0.27972027972027974,0.4195804195804196,0.0
455.0,97.0,2.0,4.0,1,4.0,4.0,1.0,4.0,486.44,7.0,1. 호텔,가족형,2,서울,3405.1,0.1458782414613374,0.10940941528883147,0.013130304543185223,0.0,0.0,0.1458782414613374,0.5835159026166633,0.0021878946286452675
458.0,97.0,1.0,4.0,1,1.0,1.0,12.0,1.0,200.0,5.0,1. 호텔,가족형,2,서울,1000.0,0.125,0.0,0.0,0.0,0.75,0.0,0.125,0.0
465.0,97.0,2.0,2.0,1,1.0,1.0,11.0,9.0,231.25,4.0,1. 호텔,단체형,2,서울,925.0,0.06756756756756757,0.0,0.0,0.0,0.7162162162162162,0.0,0.21621621621621623,0.0
466.0,97.0,2.0,1.0,1,1.0,1.0,10.0,2.0,362.5,4.0,1. 호텔,가족형,2,서울,1450.0,0.0,0.0,0.0,0.0,0.896551724137931,0.0,0.10344827586206896,0.0
472.0,10.0,1.0,5.0,1,4.0,2.0,1.0,3.0,99.35,5.0,1. 호텔,가족형,1,서울,496.7300000000001,0.26249672860507717,0.019990739435910853,0.0,0.0,0.0,0.3500090592474785,0.24999496708473415,0.11750850562679925
473.0,15.0,1.0,2.0,1,1.0,1.0,2.0,3.0,34.55,15.0,1. 호텔,단체형,2,서울,518.2,0.3278656889231957,0.016402933230412968,0.0,0.0,0.0,0.3278656889231957,0.3278656889231957,0.0
484.0,5.0,1.0,3.0,1,4.0,2.0,10.0,10.0,23.29,11.0,1. 호텔,가족형,1,서울,256.20000000000005,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.4999999999999999,0.0
485.0,10.0,2.0,5.0,1,1.0,1.0,3.0,3.0,434.64,6.0,1. 호텔,단체형,2,서울,2607.86,0.28571319012523677,0.07143021481214482,0.057142638025047356,0.0,0.0,0.28571319012523677,0.28571319012523677,0.014287576787097465
487.0,5.0,2.0,1.0,1,3.0,7.0,2.0,6.0,216.4,7.0,1. 호텔,가족형,2,서울,1514.8000000000002,0.14799313440718245,0.006344071824663321,0.0,0.0,0.0,0.3171243728545022,0.5285384209136519,0.0
491.0,4.0,2.0,6.0,1,2.0,7.0,7.0,9.0,57.14,7.0,1. 호텔,친구형,1,서울,400.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
492.0,4.0,2.0,4.0,1,2.0,7.0,10.0,6.0,67.14,7.0,1. 호텔,친구형,1,서울,470.0,0.20212765957446807,0.2127659574468085,0.0,0.0,0.0,0.1595744680851064,0.425531914893617,0.0
493.0,3.0,1.0,3.0,1,1.0,7.0,1.0,1.0,285.25,4.0,1. 호텔,복합형(가족+친구),2,서울,1141.0,0.3428571428571429,0.0,0.14285714285714285,0.0,0.17142857142857143,0.09999999999999999,0.24285714285714288,0.0
494.0,3.0,1.0,3.0,1,2.0,2.0,1.0,8.0,66.95,7.0,1. 호텔,가족형,2,서울,468.63,0.08695559396538848,0.00870622879457141,0.0,0.0,0.0,0.3826046134477093,0.5217335637923308,0.0
499.0,5.0,2.0,2.0,1,1.0,7.0,4.0,5.0,203.28,5.0,1. 호텔,가족형,2,서울,1016.41,0.3780954536063203,0.05041272714750938,0.12603181786877343,0.0,0.0,0.31507954467193355,0.12603181786877343,0.004348638836689919
500.0,5.0,1.0,3.0,1,3.0,8.0,4.0,6.0,259.27,5.0,1. 호텔,가족형,1,서울,1296.37,0.0019747448645062752,0.0,0.0,0.0,0.8992108734389103,0.0,0.09881438169658355,0.0
501.0,97.0,1.0,2.0,1,1.0,1.0,10.0,2.0,264.07,7.0,4. 게스트하우스/호스텔,친구형,1,서울,1848.52,0.23121199662432648,0.057808408889273584,0.11560599831216324,0.0,0.0,0.11560599831216324,0.46242399324865296,0.017343604613420466
502.0,10.0,2.0,2.0,1,1.0,1.0,3.0,6.0,107.22,5.0,1. 호텔,가족형,2,서울,536.12,0.2084794449003954,0.07992613593971498,0.0,0.0,0.13898007908677162,0.2084794449003954,0.34745952398716706,0.01667537118555547
505.0,97.0,1.0,3.0,1,1.0,1.0,5.0,3.0,387.5,4.0,1. 호텔,단체형,2,서울,1550.0,0.03225806451612903,0.0,0.0,0.0,0.7741935483870968,0.0,0.1935483870967742,0.0
506.0,9.0,2.0,2.0,1,1.0,1.0,3.0,6.0,73.38,8.0,1. 호텔,가족형,1,서울,587.0,0.6576149914821124,0.043833049403747874,0.0,0.0,0.0,0.0793526405451448,0.21919931856899486,0.0
507.0,5.0,2.0,3.0,1,4.0,3.0,1.0,1.0,135.79,5.0,1. 호텔,가족형,2,서울,678.9399999999999,0.2594338233128112,0.02358087607152326,0.12264706748755413,0.0,0.0,0.12264706748755413,0.47169116564055735,0.0
508.0,9.0,2.0,1.0,1,3.0,2.0,2.0,6.0,50.95,5.0,1. 호텔,가족형,1,서울,254.78,0.4545490226862391,0.0,0.0,0.0,0.0,0.5454509773137609,0.0,0.0
512.0,10.0,1.0,3.0,1,2.0,9.0,2.0,6.0,184.47,7.0,1. 호텔,가족형,2,서울,1291.27,0.23081152663656712,0.02596668396230068,0.0017347262772309433,0.0,0.20196395796386504,0.23081152663656712,0.2885144082957089,0.020197170227760266
513.0,5.0,2.0,5.0,1,4.0,7.0,2.0,2.0,128.1,5.0,1. 호텔,가족형,2,서울,640.5000000000001,0.3666666666666666,0.06666666666666667,0.0,0.0,0.09999999999999998,0.26666666666666666,0.19999999999999996,0.0
514.0,9.0,2.0,3.0,1,1.0,5.0,11.0,1.0,510.0,3.0,1. 호텔,단체형,1,서울,1530.0,0.13071895424836602,0.05228758169934641,0.0,0.0,0.0,0.16339869281045752,0.6535947712418301,0.0
518.0,15.0,1.0,2.0,1,1.0,1.0,10.0,6.0,905.96,7.0,8. 기타,친구형,1,서울,6341.700000000001,0.03214910828326789,0.8582840563255909,0.005235189302552943,0.0,0.0,0.03214910828326789,0.06429821656653578,0.007884321238784553
519.0,3.0,2.0,5.0,1,1.0,1.0,5.0,3.0,82.14,7.0,1. 호텔,가족형,1,서울,575.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.391304347826087,0.30434782608695654,0.0
521.0,15.0,1.0,2.0,1,1.0,1.0,2.0,10.0,56.63,12.0,4. 게스트하우스/호스텔,단체형,4,서울,679.5999999999999,0.30000000000000004,0.1,0.2,0.0,0.0,0.2,0.2,0.0
522.0,15.0,2.0,6.0,1,2.0,2.0,1.0,8.0,39.47,13.0,1. 호텔,가족형,3,서울,513.0899999999999,0.19867859439864355,0.18542555886881443,0.06622619813288118,0.0,0.0,0.3973571887972871,0.13245239626576236,0.019860063536611513
523.0,15.0,2.0,2.0,1,3.0,2.0,2.0,5.0,62.72,12.0,1. 호텔+2. 모텔/여관,가족형,3,서울,752.66,0.3385991018520979,0.13995695267451438,0.05418117078096352,0.0,0.0,0.3160258283952914,0.13543964074083917,0.01579730555629368
527.0,15.0,2.0,1.0,1,3.0,3.0,11.0,10.0,20.02,43.0,7. 친척 또는 친구 집,가족형,1,서울,860.8300000000002,0.3157882508741563,0.07894706271853907,0.05263524737753098,0.10525887805954716,0.0,0.0,0.13158231009607005,0.3157882508741563
528.0,3.0,2.0,4.0,1,1.0,7.0,11.0,9.0,381.96,6.0,1. 호텔,친구형,3,서울,2291.7799999999997,0.1422475106685633,0.0,0.0,0.0,0.5732574679943101,0.0,0.2844950213371266,0.0
530.0,3.0,1.0,3.0,1,1.0,6.0,1.0,5.0,284.0,5.0,1. 호텔,친구형,3,서울,1420.0,0.035211267605633804,0.0,0.035211267605633804,0.0,0.7887323943661971,0.0,0.14084507042253522,0.0
531.0,15.0,1.0,2.0,1,1.0,1.0,2.0,10.0,149.03,14.0,1. 호텔,단체형,2,서울,2086.37,0.26058656901700084,0.08143330281781275,0.032573321127125104,0.0,0.026059615504440727,0.45602649577975146,0.13029328450850042,0.01302741124536875
532.0,3.0,2.0,2.0,1,4.0,7.0,1.0,2.0,186.47,5.0,4. 게스트하우스/호스텔,혼자형,1,서울,932.36,0.27972027972027974,0.020979020979020976,0.0,0.0,0.0,0.17482517482517482,0.5244755244755245,0.0
535.0,2.0,2.0,4.0,1,4.0,10.0,2.0,2.0,363.53,3.0,1. 호텔,친구형,1,서울,1090.6,0.07665505226480836,0.03135888501742161,0.0,0.3832752613240418,0.0,0.09059233449477352,0.41811846689895477,0.0
536.0,3.0,2.0,3.0,1,4.0,8.0,2.0,3.0,361.39,7.0,1. 호텔,친구형,1,서울,2529.7599999999998,0.19329896907216496,0.025773195876288662,0.0,0.0,0.0,0.1288659793814433,0.6443298969072165,0.007731958762886598
538.0,2.0,2.0,2.0,1,4.0,5.0,2.0,5.0,177.33,3.0,1. 호텔,혼자형,1,서울,532.0,0.1,0.02857142857142857,0.0,0.0,0.0,0.2,0.6428571428571429,0.02857142857142857
539.0,2.0,2.0,2.0,1,4.0,2.0,2.0,3.0,244.34,4.0,1. 호텔,혼자형,1,서울,977.3599999999999,0.07776049766718508,0.023328149300155525,0.0,0.0,0.0,0.11664074650077762,0.7776049766718508,0.004665629860031105
540.0,2.0,2.0,2.0,1,3.0,8.0,2.0,3.0,106.4,3.0,1. 호텔,친구형,1,서울,319.20000000000005,0.23809523809523805,0.07142857142857141,0.0,0.0,0.0,0.19047619047619044,0.4761904761904761,0.023809523809523805
541.0,2.0,2.0,4.0,1,4.0,7.0,12.0,2.0,428.64,4.0,1. 호텔,친구형,1,서울,1714.56,0.06648936170212766,0.0,0.011524822695035462,0.06648936170212766,0.39893617021276595,0.0,0.44326241134751776,0.013297872340425532
542.0,2.0,1.0,3.0,1,1.0,5.0,2.0,6.0,657.4,3.0,1. 호텔,혼자형,1,서울,1972.2,0.07707129094412331,0.009633911368015413,0.011560693641618497,0.0,0.30828516377649323,0.0,0.5780346820809248,0.015414258188824661
543.0,2.0,2.0,2.0,1,4.0,2.0,2.0,2.0,476.27,3.0,1. 호텔,가족형,1,서울,1428.8,0.10638297872340426,0.03191489361702128,0.0,0.0,0.5319148936170213,0.0,0.3191489361702128,0.010638297872340425
545.0,2.0,1.0,6.0,1,4.0,11.0,4.0,10.0,254.6,3.0,1. 호텔,혼자형,1,서울,763.8,0.1492537313432836,0.03980099502487562,0.01492537313432836,0.0,0.0,0.19900497512437812,0.5970149253731344,0.0
550.0,2.0,2.0,3.0,1,4.0,7.0,1.0,2.0,219.31,7.0,1. 호텔,혼자형,1,서울,1535.2,0.1485148514851485,0.02475247524752475,0.0099009900990099,0.0,0.0,0.297029702970297,0.49504950495049505,0.02475247524752475
553.0,2.0,2.0,3.0,1,1.0,7.0,1.0,3.0,210.98,5.0,1. 호텔,혼자형,1,서울,1054.8799999999999,0.07204610951008647,0.11167146974063402,0.002161383285302594,0.0,0.6484149855907781,0.0,0.14409221902017294,0.02161383285302594
555.0,2.0,2.0,6.0,1,3.0,2.0,2.0,3.0,288.8,3.0,1. 호텔,친구형,1,서울,866.4,0.1754385964912281,0.08771929824561404,0.0,0.0,0.0,0.3508771929824562,0.3508771929824562,0.03508771929824561
557.0,2.0,2.0,2.0,1,1.0,8.0,1.0,2.0,156.75,4.0,1. 호텔,친구형,1,서울,627.0,0.14545454545454545,0.048484848484848485,0.0,0.0,0.0,0.18181818181818182,0.6060606060606061,0.01818181818181818
558.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,368.6,3.0,1. 호텔,가족형,1,서울,1105.8,0.07903780068728523,0.013745704467353952,0.0,0.07560137457044673,0.30927835051546393,0.0,0.5154639175257733,0.006872852233676976
559.0,2.0,2.0,2.0,1,4.0,2.0,2.0,6.0,219.13,3.0,1. 호텔,친구형,1,서울,657.4,0.13872832369942198,0.023121387283236993,0.0,0.0,0.0,0.23121387283236994,0.5780346820809249,0.028901734104046242
560.0,2.0,1.0,2.0,1,1.0,1.0,3.0,6.0,429.4,3.0,1. 호텔,직장형,1,서울,1288.2,0.058997050147492625,0.0,0.0,0.0,0.8849557522123893,0.0,0.0471976401179941,0.008849557522123894
562.0,2.0,2.0,2.0,1,4.0,4.0,1.0,2.0,461.07,3.0,1. 호텔,직장형,1,서울,1383.2,0.027472527472527472,0.0,0.0,0.0,0.8241758241758241,0.0,0.13736263736263735,0.010989010989010988
564.0,2.0,1.0,4.0,1,4.0,2.0,1.0,2.0,861.33,3.0,1. 호텔,친구형,1,서울,2584.0,0.058823529411764705,0.014705882352941176,0.0,0.04411764705882353,0.29411764705882354,0.0,0.5882352941176471,0.0
573.0,18.0,2.0,2.0,1,1.0,1.0,3.0,3.0,36.82,13.0,4. 게스트하우스/호스텔,혼자형,2,서울,324.25,0.3571318427139553,0.2857054741711642,0.0,0.0,0.0,0.3571626831148805,0.0,0.0
644.0,1.0,2.0,1.0,1,1.0,7.0,1.0,4.0,271.95,6.0,1. 호텔,친구형,1,서울,1631.72,0.2743362831858407,0.08849557522123894,0.0,0.0,0.0,0.22123893805309733,0.3982300884955752,0.017699115044247787
645.0,6.0,2.0,3.0,1,4.0,7.0,3.0,9.0,87.58,33.0,2. 모텔/여관,혼자형,1,서울,2890.0,0.2,0.02,0.0,0.0,0.0,0.25,0.5,0.030000000000000002
646.0,17.0,1.0,3.0,1,2.0,5.0,3.0,3.0,231.61,20.0,7. 친척 또는 친구 집,혼자형,1,인천,4632.24,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666
655.0,8.0,1.0,4.0,1,1.0,1.0,3.0,3.0,394.98,5.0,1. 호텔,가족형,2,서울,1974.9,0.0,0.0,0.0,0.0,0.8045977011494253,0.0,0.17241379310344826,0.022988505747126436
657.0,1.0,2.0,2.0,1,2.0,2.0,2.0,4.0,187.61,10.0,7. 친척 또는 친구 집,혼자형,1,서울,1876.05,0.12345619786253033,0.4650195890301431,0.0,0.0,0.0,0.0,0.41152421310732656,0.0
662.0,1.0,1.0,3.0,1,2.0,6.0,1.0,4.0,288.8,3.0,1. 호텔,가족형,1,서울,866.4000000000001,0.24999999999999997,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.49999999999999994,0.0
668.0,7.0,2.0,6.0,1,1.0,5.0,4.0,1.0,128.67,6.0,1. 호텔,가족형,1,서울,772.05,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2
670.0,5.0,1.0,3.0,1,3.0,2.0,11.0,6.0,119.56,6.0,4. 게스트하우스/호스텔,단체형,1,서울,717.36,0.4464285714285714,0.17857142857142855,0.0,0.0,0.0,0.10714285714285714,0.26785714285714285,0.0
676.0,8.0,2.0,4.0,1,1.0,1.0,12.0,3.0,259.43,7.0,1. 호텔,가족형,2,서울,1816.0,0.0,0.0,0.0,0.0,0.875,0.0,0.125,0.0
677.0,5.0,2.0,3.0,1,2.0,5.0,1.0,4.0,392.31,4.0,1. 호텔,복합형(가족+친구),1,서울,1569.23,0.2448971788711661,0.020411284515335547,0.0,0.0,0.0,0.16326478591411073,0.5714267506993876,0.0
678.0,5.0,2.0,2.0,1,1.0,1.0,1.0,1.0,227.38,4.0,1. 호텔,친구형,1,서울,909.51,0.35211267605633806,0.08450704225352113,0.0,0.0,0.0,0.28169014084507044,0.28169014084507044,0.0
680.0,7.0,1.0,2.0,1,1.0,1.0,2.0,6.0,180.14,5.0,1. 호텔,가족형,1,서울,900.72,0.0,0.3428590460964562,0.0,0.0,0.08570921040945022,0.0,0.2857158717470468,0.2857158717470468
681.0,5.0,1.0,4.0,1,1.0,10.0,11.0,4.0,52.94,34.0,1. 호텔+3. 콘도미니엄/리조트,가족형,2,강원,1800.0,0.1388888888888889,0.027777777777777776,0.5555555555555556,0.0,0.0,0.2777777777777778,0.0,0.0
683.0,8.0,1.0,5.0,1,4.0,2.0,2.0,11.0,288.76,7.0,4. 게스트하우스/호스텔,가족형,1,서울,2021.3,0.22460792559244053,0.06738237767773216,0.006109929253450749,0.0,0.0,0.1347647553554643,0.5615198139811013,0.005615198139811013
687.0,3.0,1.0,4.0,1,2.0,5.0,2.0,6.0,297.02,6.0,1. 호텔,가족형,4,서울,1782.13,0.13414285153159422,0.11585574565267404,0.018292717141847114,0.0,0.5487815142554134,0.0,0.18292717141847115,0.0
689.0,1.0,2.0,3.0,1,4.0,7.0,2.0,1.0,1031.26,6.0,1. 호텔,혼자형,1,서울,6187.54,0.09334889148191365,0.023337222870478413,0.0,0.0,0.0,0.06301050175029171,0.8168028004667445,0.003500583430571762
693.0,18.0,2.0,2.0,1,1.0,1.0,4.0,9.0,114.86,4.0,1. 호텔,혼자형,1,서울,459.47,0.34883670315798637,0.023265936840272484,0.0,0.0,0.0,0.2325505473697956,0.34883670315798637,0.04651010947395912
697.0,97.0,1.0,4.0,1,3.0,2.0,1.0,3.0,900.0,5.0,1. 호텔,단체형,1,서울,4500.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0
699.0,2.0,2.0,2.0,1,4.0,2.0,7.0,3.0,144.4,3.0,1. 호텔,친구형,1,서울,433.2,0.1754385964912281,0.03508771929824561,0.0,0.0,0.0,0.2631578947368421,0.5263157894736842,0.0
700.0,5.0,2.0,3.0,1,1.0,1.0,1.0,6.0,201.25,4.0,1. 호텔,가족형,1,서울,805.0,0.391304347826087,0.08074534161490683,0.09316770186335403,0.0,0.0,0.3105590062111801,0.12422360248447205,0.0
702.0,6.0,2.0,2.0,1,1.0,1.0,2.0,3.0,20.64,35.0,1. 호텔,친구형,1,서울,722.5,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.0
705.0,3.0,2.0,1.0,1,4.0,7.0,2.0,6.0,228.2,4.0,1. 호텔,가족형,1,서울,912.8,0.26785714285714285,0.07142857142857144,0.0,0.0,0.0,0.2142857142857143,0.44642857142857145,0.0
710.0,6.0,1.0,2.0,1,1.0,7.0,4.0,9.0,216.75,4.0,1. 호텔,혼자형,1,서울,867.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.2,0.7333333333333333,0.0
714.0,3.0,1.0,3.0,1,2.0,4.0,5.0,6.0,27.1,10.0,1. 호텔,단체형,2,서울,271.0,0.2255719557195572,0.2029889298892989,0.04512915129151292,0.0,0.0,0.2255719557195572,0.3007380073800738,0.0
719.0,7.0,2.0,4.0,1,4.0,4.0,2.0,9.0,123.53,5.0,1. 호텔,가족형,1,서울,617.63,0.11249453556336318,0.0,0.0,0.0,0.21250586920972103,0.0,0.12499392840373687,0.5500056668231789
721.0,3.0,1.0,5.0,1,2.0,5.0,1.0,8.0,223.31,5.0,1. 호텔,가족형,1,서울,1116.5500000000002,0.3065693430656934,0.0145985401459854,0.0,0.0,0.0,0.2335766423357664,0.43795620437956195,0.0072992700729927
722.0,17.0,2.0,4.0,1,1.0,1.0,3.0,5.0,93.18,29.0,1. 호텔+7. 친척 또는 친구 집,혼자형,2,서울,2702.14,0.3428578830112429,0.0,0.08571354556018564,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0
725.0,3.0,1.0,5.0,1,1.0,10.0,2.0,4.0,346.38,6.0,1. 호텔,단체형,1,서울,2078.25,0.0,0.0,0.0,0.0,0.803921568627451,0.0,0.19607843137254902,0.0
727.0,3.0,1.0,2.0,1,1.0,5.0,9.0,3.0,341.49,4.0,1. 호텔,친구형,1,서울,1365.94,0.02386634844868735,0.0,0.0,0.0,0.7374701670644391,0.0,0.2386634844868735,0.0
728.0,9.0,2.0,3.0,1,1.0,1.0,2.0,10.0,80.23,13.0,1. 호텔+4. 게스트하우스/호스텔,친구형,3,서울,1043.01,0.2590675065435614,0.044409928955618835,0.05181158378155531,0.02960661930374589,0.0,0.2590675065435614,0.33309364243871104,0.022943212433246086
