아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역
727.0,3.0,1.0,2.0,1,1.0,5.0,9.0,3.0,341.49,4.0,1. 호텔,친구형,1,서울
728.0,9.0,2.0,3.0,1,1.0,1.0,2.0,10.0,80.23,13.0,1. 호텔+4. 게스트하우스/호스텔,친구형,3,서울
736.0,18.0,1.0,2.0,1,3.0,9.0,1.0,6.0,255.68,14.0,1. 호텔,친구형,1,서울
737.0,7.0,2.0,3.0,1,2.0,8.0,15.0,4.0,180.14,5.0,1. 호텔,복합형(가족+친구),1,서울
738.0,17.0,2.0,4.0,1,1.0,1.0,1.0,2.0,115.81,20.0,1. 호텔,혼자형,1,경기
739.0,9.0,1.0,5.0,1,1.0,1.0,2.0,10.0,80.67,5.0,1. 호텔,가족형,3,서울
740.0,97.0,2.0,3.0,1,1.0,7.0,7.0,3.0,103.51,16.0,1. 호텔,친구형,3,서울
741.0,6.0,1.0,3.0,1,4.0,8.0,2.0,3.0,144.5,6.0,3. 콘도미니엄/리조트,혼자형,1,경기
742.0,3.0,2.0,4.0,1,4.0,2.0,3.0,4.0,224.94,5.0,1. 호텔,가족형,1,서울
744.0,12.0,2.0,5.0,1,1.0,7.0,6.0,3.0,117.81,8.0,1. 호텔,가족형,1,서울
746.0,17.0,2.0,2.0,1,1.0,8.0,7.0,2.0,67.13,46.0,1. 호텔,혼자형,1,서울
749.0,4.0,2.0,4.0,1,1.0,1.0,3.0,6.0,250.0,4.0,1. 호텔,혼자형,1,서울
750.0,12.0,1.0,3.0,1,2.0,2.0,2.0,9.0,13.82,38.0,1. 호텔+5. 민박/펜션,가족형,2,전남
752.0,4.0,2.0,2.0,1,1.0,1.0,6.0,11.0,121.43,7.0,1. 호텔,가족형,1,서울
754.0,97.0,2.0,3.0,1,4.0,8.0,9.0,5.0,87.78,27.0,1. 호텔+7. 친척 또는 친구 집,혼자형,5,서울
763.0,4.0,2.0,4.0,1,1.0,1.0,2.0,10.0,250.0,8.0,1. 호텔,가족형,1,서울
764.0,7.0,2.0,2.0,1,1.0,1.0,12.0,8.0,206.25,8.0,1. 호텔,가족형,1,서울
768.0,17.0,2.0,3.0,1,4.0,8.0,3.0,5.0,46.59,29.0,7. 친척 또는 친구 집,가족형,2,인천
778.0,6.0,2.0,4.0,1,4.0,2.0,3.0,3.0,158.95,8.0,7. 친척 또는 친구 집,혼자형,1,경기
784.0,17.0,1.0,3.0,1,1.0,1.0,2.0,2.0,275.73,7.0,1. 호텔,가족형,1,서울
785.0,13.0,2.0,2.0,1,2.0,2.0,6.0,11.0,500.0,8.0,1. 호텔,단체형,1,서울
787.0,4.0,1.0,2.0,1,1.0,1.0,3.0,6.0,93.75,10.0,1. 호텔+4. 게스트하우스/호스텔,친구형,2,서울
788.0,6.0,1.0,6.0,1,1.0,1.0,9.0,1.0,231.2,6.0,1. 호텔,혼자형,1,인천
791.0,5.0,2.0,2.0,1,2.0,7.0,13.0,8.0,294.63,4.0,1. 호텔,혼자형,1,서울
792.0,4.0,1.0,6.0,1,1.0,1.0,3.0,12.0,944.44,9.0,1. 호텔,단체형,4,서울
793.0,17.0,1.0,3.0,1,1.0,4.0,5.0,2.0,386.02,6.0,1. 호텔,혼자형,1,경기
794.0,18.0,2.0,2.0,1,1.0,8.0,4.0,10.0,71.51,13.0,7. 친척 또는 친구 집,가족형,1,서울
795.0,2.0,2.0,2.0,1,4.0,7.0,7.0,2.0,28.5,2.0,4. 게스트하우스/호스텔,혼자형,1,서울
800.0,17.0,2.0,3.0,1,1.0,1.0,6.0,2.0,64.34,30.0,7. 친척 또는 친구 집,가족형,1,서울
809.0,4.0,1.0,5.0,1,1.0,7.0,5.0,3.0,133.33,6.0,1. 호텔,혼자형,1,서울
824.0,6.0,1.0,3.0,1,1.0,9.0,5.0,3.0,120.42,4.0,1. 호텔,가족형,1,인천
827.0,6.0,2.0,4.0,1,1.0,1.0,3.0,10.0,108.38,6.0,1. 호텔,혼자형,1,서울
829.0,10.0,1.0,5.0,1,4.0,2.0,3.0,3.0,393.84,7.0,1. 호텔,가족형,1,서울
831.0,10.0,2.0,6.0,1,2.0,2.0,2.0,4.0,293.38,8.0,1. 호텔,가족형,1,서울
832.0,6.0,2.0,3.0,1,1.0,5.0,4.0,7.0,361.25,4.0,1. 호텔,친구형,1,인천
835.0,4.0,2.0,3.0,1,4.0,2.0,10.0,10.0,128.57,7.0,1. 호텔,혼자형,1,서울
837.0,17.0,1.0,2.0,1,1.0,7.0,11.0,8.0,334.55,9.0,1. 호텔,혼자형,1,서울
838.0,6.0,1.0,3.0,1,1.0,6.0,2.0,5.0,321.11,3.0,1. 호텔,가족형,1,서울
839.0,97.0,1.0,1.0,1,1.0,1.0,12.0,6.0,85.75,5.0,1. 호텔,가족형,2,서울
841.0,13.0,1.0,3.0,1,1.0,1.0,3.0,6.0,416.67,6.0,1. 호텔,직장형,2,서울
843.0,4.0,2.0,6.0,1,2.0,2.0,3.0,9.0,336.0,15.0,1. 호텔,혼자형,8,서울
844.0,12.0,1.0,3.0,1,1.0,1.0,2.0,3.0,348.21,7.0,1. 호텔,단체형,1,서울
845.0,13.0,2.0,2.0,1,1.0,10.0,11.0,7.0,233.54,4.0,1. 호텔,혼자형,1,서울
848.0,13.0,1.0,3.0,1,1.0,10.0,8.0,5.0,288.0,5.0,1. 호텔,직장형,1,서울
849.0,13.0,1.0,3.0,1,1.0,10.0,2.0,3.0,486.4,4.0,1. 호텔,직장형,1,서울
851.0,13.0,2.0,3.0,1,1.0,8.0,11.0,11.0,440.0,5.0,1. 호텔,직장형,1,서울
852.0,13.0,2.0,2.0,1,1.0,1.0,7.0,2.0,245.76,5.0,1. 호텔,직장형,2,서울
853.0,4.0,2.0,6.0,1,1.0,1.0,3.0,6.0,603.83,14.0,1. 호텔+2. 모텔/여관,단체형,5,인천
854.0,13.0,2.0,3.0,1,1.0,8.0,12.0,3.0,494.4,4.0,1. 호텔,직장형,1,서울
859.0,15.0,2.0,2.0,1,1.0,11.0,1.0,3.0,90.2,11.0,4. 게스트하우스/호스텔,친구형,1,서울
861.0,13.0,2.0,3.0,1,1.0,1.0,2.0,3.0,385.71,7.0,1. 호텔,직장형,2,서울
862.0,13.0,1.0,2.0,1,1.0,3.0,1.0,3.0,576.0,4.0,1. 호텔,직장형,2,서울
863.0,13.0,2.0,4.0,1,2.0,2.0,12.0,3.0,471.43,7.0,1. 호텔,단체형,2,서울
865.0,8.0,1.0,2.0,1,3.0,9.0,3.0,5.0,298.88,6.0,1. 호텔,가족형,3,서울
866.0,8.0,1.0,1.0,1,1.0,1.0,1.0,3.0,287.53,6.0,1. 호텔,단체형,3,서울
871.0,8.0,2.0,2.0,1,1.0,1.0,1.0,3.0,696.13,3.0,1. 호텔,가족형,2,서울
874.0,6.0,1.0,3.0,1,1.0,6.0,3.0,5.0,361.25,4.0,1. 호텔,혼자형,1,서울
875.0,10.0,1.0,3.0,1,2.0,2.0,2.0,5.0,138.31,8.0,1. 호텔,가족형,1,서울
877.0,15.0,2.0,2.0,1,1.0,1.0,12.0,1.0,60.31,20.0,1. 호텔,가족형,2,서울
879.0,15.0,2.0,5.0,1,1.0,1.0,10.0,10.0,124.03,4.0,1. 호텔,가족형,1,서울
881.0,8.0,2.0,3.0,1,1.0,1.0,2.0,2.0,398.87,7.0,1. 호텔,가족형,3,서울
883.0,10.0,2.0,2.0,1,1.0,1.0,1.0,6.0,81.55,9.0,1. 호텔,가족형,1,서울
884.0,5.0,2.0,2.0,1,4.0,2.0,1.0,6.0,66.61,5.0,1. 호텔,가족형,1,서울
885.0,8.0,1.0,3.0,1,1.0,1.0,11.0,3.0,270.24,7.0,1. 호텔,가족형,3,서울
888.0,10.0,1.0,4.0,1,1.0,1.0,2.0,9.0,305.49,6.0,1. 호텔,가족형,1,서울
894.0,13.0,2.0,2.0,1,1.0,4.0,2.0,2.0,135.47,6.0,1. 호텔,혼자형,1,서울
897.0,13.0,2.0,5.0,1,2.0,8.0,3.0,6.0,145.42,9.0,1. 호텔+4. 게스트하우스/호스텔,가족형,2,서울
901.0,10.0,1.0,5.0,1,1.0,4.0,4.0,4.0,111.77,14.0,1. 호텔+8. 기타,혼자형,4,서울
913.0,8.0,1.0,5.0,1,2.0,2.0,2.0,3.0,209.09,8.0,1. 호텔,가족형,2,서울
914.0,12.0,2.0,1.0,1,1.0,9.0,11.0,7.0,70.48,31.0,7. 친척 또는 친구 집,혼자형,2,경기
915.0,10.0,2.0,3.0,1,1.0,1.0,3.0,3.0,197.24,7.0,1. 호텔,가족형,2,서울
917.0,10.0,2.0,4.0,1,1.0,1.0,11.0,6.0,86.48,7.0,8. 기타,가족형,2,서울
918.0,15.0,2.0,4.0,1,1.0,9.0,11.0,3.0,,18.0,1. 호텔,혼자형,1,서울
920.0,5.0,1.0,1.0,1,2.0,2.0,11.0,4.0,77.15,11.0,1. 호텔+3. 콘도미니엄/리조트,가족형,2,서울
922.0,97.0,2.0,5.0,1,1.0,1.0,4.0,9.0,571.31,5.0,5. 민박/펜션,혼자형,1,서울
924.0,12.0,1.0,4.0,1,1.0,1.0,6.0,11.0,50.5,2.0,1. 호텔,혼자형,1,서울
925.0,7.0,2.0,4.0,1,4.0,9.0,12.0,9.0,315.0,5.0,1. 호텔,단체형,2,서울
926.0,7.0,2.0,2.0,1,1.0,1.0,11.0,10.0,1302.42,5.0,1. 호텔,가족형,1,서울
927.0,10.0,2.0,3.0,1,1.0,8.0,11.0,6.0,146.36,7.0,1. 호텔,가족형,2,서울
929.0,16.0,2.0,3.0,1,1.0,7.0,6.0,6.0,89.04,15.0,1. 호텔,가족형,1,서울
930.0,7.0,1.0,1.0,1,1.0,8.0,2.0,3.0,316.68,5.0,1. 호텔,단체형,2,서울
933.0,97.0,1.0,4.0,1,1.0,1.0,5.0,6.0,311.11,4.0,1. 호텔+3. 콘도미니엄/리조트,단체형,2,서울
934.0,6.0,2.0,2.0,1,1.0,8.0,3.0,5.0,72.25,24.0,1. 호텔,가족형,2,인천
935.0,6.0,1.0,2.0,1,1.0,1.0,1.0,4.0,361.25,4.0,1. 호텔,직장형,3,강원
936.0,7.0,1.0,3.0,1,1.0,11.0,1.0,6.0,103.6,7.0,1. 호텔+4. 게스트하우스/호스텔,복합형(가족+친구),2,서울
938.0,7.0,1.0,3.0,1,1.0,1.0,1.0,3.0,460.0,5.0,1. 호텔,가족형,2,서울
939.0,15.0,2.0,3.0,1,2.0,4.0,4.0,8.0,99.22,10.0,1. 호텔,가족형,1,서울
942.0,7.0,1.0,4.0,1,1.0,6.0,10.0,10.0,386.66,4.0,1. 호텔,단체형,2,서울
946.0,12.0,2.0,3.0,1,1.0,1.0,2.0,4.0,600.0,9.0,1. 호텔,가족형,1,서울
951.0,97.0,2.0,2.0,1,1.0,1.0,11.0,3.0,350.0,6.0,1. 호텔,가족형,1,서울
957.0,9.0,2.0,3.0,1,1.0,1.0,7.0,8.0,274.94,5.0,1. 호텔,친구형,3,서울
961.0,3.0,2.0,2.0,1,2.0,5.0,2.0,9.0,164.81,6.0,1. 호텔,가족형,1,서울
964.0,10.0,2.0,2.0,1,1.0,8.0,5.0,3.0,225.77,5.0,1. 호텔,친구형,2,서울
965.0,3.0,1.0,3.0,1,1.0,1.0,2.0,10.0,132.52,4.0,1. 호텔,가족형,1,서울
971.0,5.0,1.0,3.0,1,4.0,2.0,2.0,4.0,157.14,7.0,8. 기타,가족형,1,서울
973.0,2.0,2.0,2.0,1,3.0,7.0,7.0,12.0,117.04,3.0,1. 호텔,친구형,1,서울
977.0,3.0,2.0,4.0,1,2.0,5.0,5.0,9.0,126.05,5.0,1. 호텔,친구형,1,서울
981.0,3.0,1.0,4.0,1,1.0,9.0,3.0,4.0,228.2,5.0,1. 호텔,가족형,1,서울
983.0,5.0,2.0,4.0,1,3.0,2.0,2.0,4.0,128.1,6.0,1. 호텔,가족형,2,서울
986.0,3.0,2.0,5.0,1,4.0,2.0,6.0,3.0,72.38,6.0,1. 호텔,가족형,1,서울
989.0,3.0,1.0,3.0,1,2.0,3.0,1.0,2.0,158.34,7.0,3. 콘도미니엄/리조트+5. 민박/펜션,혼자형,3,서울
994.0,3.0,2.0,2.0,1,2.0,8.0,2.0,6.0,356.06,5.0,1. 호텔,혼자형,1,서울
996.0,3.0,2.0,3.0,1,2.0,7.0,5.0,5.0,896.5,5.0,1. 호텔,가족형,2,서울
997.0,5.0,1.0,2.0,1,3.0,2.0,2.0,9.0,244.44,6.0,1. 호텔,가족형,2,서울
999.0,2.0,2.0,3.0,1,4.0,2.0,2.0,3.0,181.13,3.0,1. 호텔,혼자형,1,서울
1000.0,3.0,1.0,4.0,1,3.0,7.0,1.0,6.0,120.62,6.0,1. 호텔,가족형,2,서울
1006.0,3.0,1.0,3.0,1,1.0,7.0,3.0,2.0,185.82,5.0,1. 호텔,가족형,2,서울
1007.0,15.0,1.0,2.0,1,2.0,2.0,1.0,3.0,231.06,5.0,4. 게스트하우스/호스텔,단체형,1,서울
1010.0,97.0,2.0,3.0,1,1.0,1.0,2.0,8.0,315.21,10.0,1. 호텔,혼자형,5,서울
1013.0,10.0,2.0,2.0,1,1.0,1.0,2.0,3.0,202.92,3.0,1. 호텔,혼자형,1,서울
1016.0,19.0,1.0,3.0,1,1.0,8.0,3.0,2.0,52.45,11.0,2. 모텔/여관+4. 게스트하우스/호스텔,혼자형,2,서울
1022.0,3.0,2.0,3.0,1,4.0,2.0,2.0,1.0,418.37,3.0,1. 호텔,친구형,1,서울
1023.0,3.0,1.0,3.0,1,4.0,2.0,1.0,2.0,163.68,6.0,1. 호텔,가족형,3,서울
1024.0,15.0,1.0,4.0,1,2.0,2.0,3.0,6.0,150.97,14.0,1. 호텔,친구형,2,서울
1032.0,13.0,2.0,1.0,1,1.0,8.0,1.0,5.0,166.1,7.0,1. 호텔,가족형,1,서울
1041.0,2.0,1.0,2.0,1,2.0,2.0,10.0,5.0,103.55,4.0,1. 호텔,친구형,1,서울
1043.0,4.0,2.0,3.0,1,1.0,1.0,3.0,3.0,176.0,10.0,1. 호텔,친구형,3,제주
1044.0,97.0,1.0,2.0,1,1.0,7.0,10.0,6.0,63.18,22.0,4. 게스트하우스/호스텔+7. 친척 또는 친구 집,친구형,2,제주
1046.0,17.0,2.0,3.0,1,1.0,9.0,2.0,9.0,188.72,15.0,1. 호텔,친구형,1,서울
1048.0,8.0,2.0,3.0,1,1.0,8.0,1.0,10.0,140.13,6.0,4. 게스트하우스/호스텔,가족형,1,서울
1049.0,10.0,2.0,1.0,1,2.0,9.0,5.0,3.0,124.18,6.0,1. 호텔,친구형,1,서울
1051.0,17.0,2.0,3.0,1,1.0,8.0,1.0,5.0,280.74,11.0,1. 호텔,혼자형,1,인천
1053.0,8.0,2.0,2.0,1,3.0,8.0,3.0,5.0,61.29,10.0,1. 호텔+4. 게스트하우스/호스텔,친구형,3,서울
1054.0,18.0,1.0,1.0,1,1.0,8.0,1.0,6.0,130.89,8.0,1. 호텔,혼자형,3,서울
1056.0,8.0,2.0,2.0,1,1.0,1.0,5.0,10.0,146.42,8.0,4. 게스트하우스/호스텔,가족형,2,서울
1058.0,8.0,2.0,2.0,1,1.0,4.0,1.0,9.0,389.14,7.0,1. 호텔,가족형,3,서울
1065.0,8.0,1.0,6.0,1,2.0,4.0,1.0,5.0,243.21,7.0,1. 호텔,가족형,3,서울
1071.0,20.0,1.0,3.0,1,1.0,1.0,13.0,9.0,704.0,5.0,1. 호텔,혼자형,1,서울
1077.0,13.0,2.0,2.0,1,4.0,5.0,2.0,3.0,193.0,5.0,2. 모텔/여관,혼자형,1,부산
1079.0,2.0,2.0,6.0,1,4.0,8.0,2.0,3.0,209.0,4.0,1. 호텔,혼자형,1,서울
1080.0,13.0,2.0,2.0,1,2.0,7.0,2.0,11.0,137.14,7.0,1. 호텔,가족형,1,서울
1081.0,7.0,1.0,3.0,1,1.0,9.0,1.0,10.0,164.06,4.0,2. 모텔/여관,혼자형,1,서울
1083.0,5.0,1.0,2.0,1,1.0,1.0,1.0,4.0,101.2,5.0,1. 호텔,단체형,1,서울
1085.0,8.0,1.0,4.0,1,4.0,2.0,2.0,9.0,324.61,5.0,1. 호텔,가족형,1,서울
1090.0,15.0,1.0,3.0,1,1.0,1.0,10.0,4.0,669.79,7.0,1. 호텔,혼자형,2,서울
1092.0,8.0,2.0,4.0,1,2.0,2.0,2.0,5.0,372.93,7.0,1. 호텔,가족형,2,서울
1097.0,3.0,1.0,3.0,1,1.0,10.0,11.0,3.0,1175.56,5.0,1. 호텔,단체형,1,울산
1099.0,8.0,1.0,5.0,1,3.0,8.0,2.0,1.0,518.86,7.0,1. 호텔,가족형,2,서울
1100.0,16.0,1.0,4.0,1,4.0,2.0,16.0,9.0,259.12,20.0,1. 호텔,혼자형,1,서울
1101.0,8.0,2.0,2.0,1,1.0,1.0,7.0,3.0,212.81,8.0,1. 호텔,가족형,2,서울
1105.0,3.0,2.0,4.0,1,4.0,4.0,4.0,1.0,200.73,5.0,1. 호텔,단체형,1,부산
1119.0,2.0,1.0,2.0,1,1.0,11.0,4.0,5.0,115.27,3.0,1. 호텔,친구형,1,서울
1127.0,3.0,2.0,5.0,1,3.0,10.0,2.0,5.0,260.8,5.0,1. 호텔,혼자형,1,제주
1128.0,18.0,2.0,3.0,1,1.0,1.0,4.0,2.0,106.85,2.0,1. 호텔,혼자형,1,인천
1130.0,19.0,2.0,2.0,1,1.0,1.0,11.0,5.0,116.28,17.0,1. 호텔,친구형,4,서울
1131.0,8.0,1.0,3.0,1,1.0,1.0,5.0,4.0,283.75,6.0,1. 호텔,가족형,2,서울
1133.0,19.0,2.0,2.0,1,1.0,1.0,8.0,5.0,97.59,15.0,1. 호텔,직장형,4,서울
1138.0,1.0,1.0,3.0,1,2.0,5.0,2.0,10.0,111.91,8.0,7. 친척 또는 친구 집,가족형,1,서울
1140.0,3.0,2.0,4.0,1,4.0,5.0,3.0,3.0,366.75,4.0,1. 호텔,혼자형,1,제주
1148.0,3.0,1.0,1.0,1,1.0,1.0,3.0,2.0,291.07,4.0,1. 호텔,가족형,1,제주
1154.0,97.0,1.0,4.0,1,1.0,1.0,11.0,3.0,80.0,10.0,4. 게스트하우스/호스텔,가족형,3,부산
1156.0,5.0,2.0,2.0,1,1.0,8.0,1.0,3.0,58.23,11.0,1. 호텔+3. 콘도미니엄/리조트,가족형,2,서울
1162.0,3.0,2.0,5.0,1,2.0,10.0,12.0,5.0,139.71,7.0,1. 호텔,가족형,2,서울
1163.0,5.0,2.0,2.0,1,4.0,2.0,15.0,1.0,57.2,22.0,7. 친척 또는 친구 집,가족형,2,서울
1168.0,2.0,2.0,6.0,1,1.0,7.0,7.0,5.0,407.87,3.0,1. 호텔,친구형,1,서울
1170.0,8.0,1.0,1.0,1,2.0,7.0,4.0,4.0,140.5,6.0,1. 호텔+4. 게스트하우스/호스텔,단체형,2,제주
1180.0,1.0,2.0,3.0,1,4.0,4.0,10.0,3.0,,5.0,1. 호텔,가족형,1,서울
1183.0,11.0,1.0,3.0,1,1.0,8.0,4.0,6.0,112.0,15.0,4. 게스트하우스/호스텔,혼자형,1,서울
1185.0,3.0,1.0,4.0,1,4.0,7.0,4.0,4.0,244.5,4.0,1. 호텔,혼자형,1,제주
1190.0,17.0,2.0,3.0,1,1.0,1.0,2.0,5.0,231.61,10.0,1. 호텔,혼자형,1,서울
1193.0,2.0,1.0,2.0,1,3.0,4.0,1.0,1.0,106.4,2.0,1. 호텔,혼자형,1,서울
1201.0,6.0,2.0,2.0,1,3.0,2.0,2.0,9.0,171.43,7.0,1. 호텔,친구형,1,서울
1202.0,6.0,2.0,2.0,1,1.0,4.0,1.0,9.0,121.96,5.0,1. 호텔,친구형,2,인천
1207.0,3.0,1.0,2.0,1,3.0,8.0,1.0,6.0,271.67,4.0,1. 호텔,단체형,1,제주
1221.0,5.0,2.0,2.0,1,1.0,1.0,3.0,3.0,140.91,7.0,2. 모텔/여관,친구형,2,서울
1223.0,3.0,2.0,2.0,1,3.0,5.0,1.0,6.0,203.75,4.0,1. 호텔,단체형,1,제주
1228.0,3.0,2.0,4.0,1,4.0,10.0,12.0,3.0,289.52,4.0,1. 호텔,혼자형,1,제주
1238.0,5.0,2.0,4.0,1,3.0,8.0,7.0,4.0,88.25,6.0,1. 호텔+3. 콘도미니엄/리조트,가족형,2,서울
1241.0,17.0,1.0,4.0,1,1.0,9.0,4.0,5.0,178.16,13.0,7. 친척 또는 친구 집,혼자형,1,경기
1242.0,3.0,2.0,4.0,1,4.0,9.0,4.0,3.0,386.02,4.0,1. 호텔,혼자형,1,제주
1246.0,1.0,1.0,3.0,1,4.0,11.0,2.0,3.0,88.81,10.0,1. 호텔,가족형,1,서울
1248.0,2.0,1.0,3.0,1,4.0,11.0,16.0,12.0,50.67,3.0,1. 호텔,혼자형,1,인천
1250.0,5.0,2.0,4.0,1,4.0,2.0,1.0,5.0,250.86,8.0,1. 호텔+3. 콘도미니엄/리조트,가족형,2,서울
1252.0,3.0,1.0,5.0,1,2.0,5.0,3.0,3.0,326.0,4.0,1. 호텔,혼자형,1,제주
1258.0,2.0,1.0,2.0,1,4.0,4.0,2.0,6.0,350.55,4.0,1. 호텔,친구형,1,서울
1259.0,16.0,2.0,2.0,1,1.0,1.0,6.0,4.0,406.76,8.0,1. 호텔+3. 콘도미니엄/리조트,혼자형,2,서울
1262.0,4.0,1.0,3.0,1,1.0,1.0,1.0,10.0,66.92,13.0,1. 호텔+7. 친척 또는 친구 집,혼자형,2,서울
1266.0,97.0,1.0,4.0,1,1.0,1.0,3.0,3.0,180.0,2.0,1. 호텔,친구형,1,서울
1271.0,5.0,1.0,3.0,1,4.0,2.0,2.0,9.0,204.96,5.0,1. 호텔,혼자형,1,서울
1273.0,3.0,1.0,3.0,1,2.0,5.0,1.0,3.0,326.0,4.0,1. 호텔,가족형,1,제주
1275.0,18.0,1.0,3.0,1,4.0,2.0,4.0,3.0,90.82,6.0,4. 게스트하우스/호스텔,혼자형,2,서울
1280.0,2.0,2.0,3.0,1,4.0,2.0,2.0,4.0,256.5,4.0,1. 호텔,친구형,1,서울
1283.0,1.0,1.0,2.0,1,1.0,9.0,2.0,2.0,180.5,6.0,1. 호텔,친구형,2,서울
1284.0,18.0,1.0,2.0,1,1.0,8.0,1.0,3.0,227.95,6.0,8. 기타,혼자형,2,서울
1287.0,5.0,2.0,6.0,1,1.0,1.0,4.0,2.0,257.27,6.0,1. 호텔,단체형,1,서울
1293.0,2.0,2.0,3.0,1,4.0,2.0,2.0,6.0,65.66,5.0,4. 게스트하우스/호스텔,혼자형,1,서울
1297.0,2.0,1.0,2.0,1,1.0,1.0,1.0,6.0,93.73,3.0,1. 호텔,친구형,1,서울
1299.0,5.0,2.0,4.0,1,4.0,2.0,15.0,3.0,74.21,7.0,1. 호텔,가족형,2,서울
1303.0,5.0,2.0,4.0,1,2.0,4.0,2.0,4.0,1772.9,5.0,1. 호텔,친구형,1,서울
1305.0,9.0,1.0,5.0,1,4.0,5.0,1.0,5.0,387.5,4.0,1. 호텔,기타형,1,서울
1309.0,5.0,2.0,2.0,1,2.0,8.0,2.0,8.0,212.28,7.0,5. 민박/펜션,단체형,2,제주
1312.0,2.0,2.0,2.0,1,3.0,2.0,2.0,6.0,418.0,3.0,1. 호텔,친구형,1,서울
1314.0,13.0,2.0,2.0,1,1.0,1.0,11.0,3.0,425.0,5.0,1. 호텔,친구형,1,서울
1315.0,4.0,1.0,2.0,1,2.0,2.0,2.0,1.0,86.36,11.0,1. 호텔+7. 친척 또는 친구 집,가족형,2,서울
1316.0,10.0,2.0,3.0,1,1.0,1.0,3.0,8.0,221.63,9.0,1. 호텔,가족형,1,제주
1320.0,2.0,2.0,2.0,1,1.0,7.0,2.0,1.0,157.07,3.0,1. 호텔,친구형,1,서울
1323.0,10.0,2.0,4.0,1,4.0,2.0,9.0,6.0,113.63,6.0,1. 호텔,가족형,2,서울
1324.0,8.0,2.0,2.0,1,1.0,1.0,2.0,6.0,428.57,7.0,1. 호텔,가족형,2,서울
1331.0,4.0,2.0,6.0,1,1.0,1.0,11.0,8.0,184.29,7.0,1. 호텔,가족형,1,서울
1333.0,2.0,2.0,5.0,1,4.0,2.0,2.0,6.0,362.27,3.0,1. 호텔,친구형,1,서울
1338.0,8.0,1.0,3.0,1,1.0,1.0,2.0,5.0,142.86,7.0,1. 호텔,가족형,1,서울
1339.0,8.0,2.0,4.0,1,3.0,9.0,1.0,6.0,103.12,7.0,1. 호텔,가족형,2,서울
1342.0,15.0,2.0,3.0,1,1.0,1.0,12.0,5.0,78.77,11.0,1. 호텔,가족형,1,서울
1343.0,97.0,1.0,5.0,1,1.0,1.0,4.0,5.0,144.99,8.0,1. 호텔,가족형,2,서울
1349.0,10.0,2.0,4.0,1,1.0,1.0,3.0,5.0,586.39,10.0,1. 호텔+5. 민박/펜션,가족형,2,서울
1354.0,8.0,1.0,4.0,1,2.0,5.0,2.0,3.0,813.42,6.0,1. 호텔,가족형,2,부산
1355.0,3.0,2.0,5.0,1,4.0,5.0,2.0,3.0,371.58,9.0,1. 호텔,가족형,1,서울
1358.0,6.0,2.0,6.0,1,3.0,4.0,1.0,1.0,313.77,7.0,1. 호텔,친구형,2,서울
1359.0,2.0,2.0,5.0,1,4.0,4.0,4.0,3.0,128.67,6.0,1. 호텔,가족형,1,제주
1360.0,4.0,1.0,3.0,1,1.0,1.0,6.0,3.0,250.0,7.0,1. 호텔+4. 게스트하우스/호스텔,혼자형,2,서울
1369.0,4.0,2.0,5.0,1,1.0,3.0,16.0,6.0,100.0,10.0,1. 호텔+7. 친척 또는 친구 집,혼자형,2,인천
1372.0,2.0,2.0,5.0,1,4.0,7.0,2.0,3.0,31.16,3.0,1. 호텔,친구형,1,서울
1373.0,10.0,2.0,3.0,1,4.0,5.0,3.0,4.0,313.87,8.0,1. 호텔,가족형,3,서울
1376.0,2.0,2.0,2.0,1,4.0,7.0,3.0,4.0,104.5,8.0,7. 친척 또는 친구 집,혼자형,1,제주
1378.0,2.0,2.0,2.0,1,4.0,2.0,2.0,3.0,194.81,3.0,1. 호텔,친구형,1,서울
1384.0,18.0,2.0,5.0,1,3.0,2.0,3.0,5.0,89.58,8.0,1. 호텔,가족형,2,강원
1386.0,2.0,2.0,4.0,1,4.0,7.0,7.0,5.0,167.2,3.0,1. 호텔,가족형,1,서울
1389.0,2.0,1.0,4.0,1,4.0,7.0,7.0,6.0,132.05,4.0,1. 호텔,혼자형,1,서울
1392.0,10.0,2.0,6.0,1,2.0,2.0,1.0,2.0,143.43,8.0,4. 게스트하우스/호스텔,가족형,2,제주
1397.0,4.0,1.0,5.0,1,1.0,1.0,2.0,9.0,225.0,6.0,1. 호텔,친구형,1,서울
1403.0,10.0,1.0,5.0,1,1.0,1.0,2.0,10.0,195.59,8.0,4. 게스트하우스/호스텔,가족형,2,제주
1406.0,14.0,2.0,3.0,1,2.0,8.0,3.0,5.0,847.5,2.0,1. 호텔,가족형,1,서울
1407.0,4.0,2.0,5.0,1,1.0,7.0,4.0,5.0,168.0,5.0,1. 호텔,가족형,1,서울
1408.0,1.0,2.0,3.0,1,4.0,2.0,10.0,2.0,86.85,8.0,1. 호텔+7. 친척 또는 친구 집,혼자형,2,경기
1414.0,10.0,1.0,3.0,1,3.0,2.0,1.0,3.0,314.01,7.0,4. 게스트하우스/호스텔,단체형,2,제주
