아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위,국가별,성별,월별,문10-2. 쇼핑 항목_1,문10-2. 쇼핑 항목_2,문10-2. 쇼핑 항목_3,문10-2. 쇼핑 항목_4,문10-2. 쇼핑 항목_5,문10-2. 쇼핑 항목_6,문10-2. 쇼핑 항목_7,문10-2. 쇼핑 항목_8,문10-2. 쇼핑 항목_9,문10-2. 쇼핑 항목_10,문10-2. 쇼핑 항목_11,문10-2. 쇼핑 항목_12,문10-2. 쇼핑 항목_13,문10. 1인 지출경비(상하위 1% 대체),문9-2. 방문지역_1,문9-2. 방문지역_2,문9-2. 방문지역_3,문9-2. 방문지역_4,문9-2. 방문지역_5,문9-2. 방문지역_6,문9-2. 방문지역_7,문9-2. 방문지역_8,문9-2. 방문지역_9,문9-2. 방문지역_10,문9-2. 방문지역_11,문9-2. 방문지역_12,문9-2. 방문지역_13,문9-2. 방문지역_14,문9-2. 방문지역_15,문9-2. 방문지역_16,문9-2. 방문지역_17,문9-1. 가장 좋았던곳_1,문9-1. 가장 좋았던곳_2,문9-1. 가장 좋았던곳_3,문9-1. 가장 좋았던곳_4,문9-1. 가장 좋았던곳_5,문8-1. 만족한 활동_1,문8-1. 만족한 활동_2,문8-1. 만족한 활동_3,문8. 참여한 활동_1,문8. 참여한 활동_2,문8. 참여한 활동_3,문8. 참여한 활동_4,문8. 참여한 활동_5,문8. 참여한 활동_6,문8. 참여한 활동_7,문8. 참여한 활동_8,문8. 참여한 활동_9,문8. 참여한 활동_10,문8. 참여한 활동_11,문8. 참여한 활동_12,문8. 참여한 활동_13,문8. 참여한 활동_14,문8. 참여한 활동_15,문8. 참여한 활동_16,문8. 참여한 활동_17,문8. 참여한 활동_18,문8. 참여한 활동_19,문8. 참여한 활동_20,new_여행패턴
202,4,재방문,여행 편의성,가족형,1,서울 단기형,159.875,5.0,도시 소비형,경험 및 관계,5,2,1,,,,,,,,,,,,,,799.375,1.0,,,,,,,,,,,,,,,,,11500,,,,,13,3.0,6.0,,,3.0,,,6.0,,,,,,,13.0,,,,,,,,서울 집중형
204,3,첫방문,안전 및 퀄리티,가족형,1,서울 단기형,166.27,5.0,도시 소비형,경험 및 관계,5,1,1,,,,,,,,,,,,,,831.35,1.0,,,,,,,,,,,,,,,,,11917,,,,,16,2.0,5.0,,2.0,3.0,,5.0,,,,,,,,,,,16.0,,,,,서울 집중형
206,2,재방문,여행 편의성,혼자형,1,서울 단기형,547.35,4.0,특수 목적,K-컬처형,19,2,1,,2.0,,,,,,,,,,,,2189.4,1.0,,,,,,,,,,,,,,,,,11001,,,,,6,10.0,4.0,1.0,2.0,,4.0,5.0,6.0,,,,10.0,,,,,,,,,,,서울 집중형
207,6,재방문,여행 편의성,혼자형,1,서울 심층형,148.5375,16.0,경험형,K-컬처형,1,2,1,,,3.0,,,,,,,,,12.0,,2376.6,1.0,,,,,,,,,,,,,,,,,99999,,,,,8,,,,,,,,,,8.0,,,,,,,,,,,,,서울 집중형
208,2,첫방문,안전 및 퀄리티,가족형,1,서울 단기형,236.666666666667,3.0,도시 소비형,K-컬처형,2,1,1,1.0,2.0,,,5.0,,,,,,,,,710.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
211,5,첫방문,여행 편의성,가족형,1,서울 단기형,416.666666666667,3.0,"역사, 전통, 자연",경험 및 관계,4,2,1,,,,,,,,,,,,,,1250.0,1.0,,,,,,,,,,,,,,,,,41003,,,,,5,2.0,7.0,,2.0,,,5.0,,7.0,,,,,,,,,,,,,,서울 집중형
212,2,첫방문,여행 편의성,가족형,1,서울 단기형,416.666666666667,3.0,도시 소비형,경험 및 관계,4,1,1,,,,,,,,,,,,,,1250.0,1.0,,,,,,,,,,,,,,,,,41003,,,,,5,11.0,12.0,,,,,5.0,,,,,,11.0,12.0,,,,,,,,,서울 집중형
215,2,재방문,가성비,친구형,1,서울 단기형,1118.4,4.0,경험형,가성비 및 접근성,1,2,1,1.0,2.0,,4.0,,,,,,,,,,4473.6,1.0,,,,,,,,,,,,,,,,,11019,,,,,14,2.0,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,,,,서울 집중형
216,1,첫방문,여행 편의성,친구형,1,서울 단기형,153.78,5.0,도시 소비형,K-컬처형,1,2,1,1.0,2.0,,,,,,,9.0,,,,13.0,768.9,1.0,,,,,,,,,,,,,,,,,11002,,,,,2,1.0,8.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
221,4,첫방문,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),266.25,4.0,경험형,가성비 및 접근성,2,2,1,,2.0,,,,,,8.0,9.0,,,,,1065.0,,,,,,,,,,,,,13.0,,,,,26501,,,,,2,11.0,1.0,1.0,2.0,,,,,,,,,11.0,,,,,,,,,,탐험형
222,2,첫방문,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),120.228,5.0,경험형,경험 및 관계,1,2,1,1.0,,,,,,,,9.0,,,,,601.14,1.0,,3.0,,,,,,,,,,,,,,,11001,,,,,2,1.0,11.0,1.0,2.0,,,,,,,,,11.0,,,,,,,,,,서울 확산형
230,3,재방문,여행 편의성,친구형,1,서울 심층형,292.415,6.0,경험형,K-컬처형,1,2,1,,2.0,3.0,,,,,,,,11.0,,,1754.49,1.0,,,,,,,,,,,,,,,,,11002,,,,,8,1.0,2.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
231,2,재방문,여행 편의성,친구형,1,서울 단기형,239.058,5.0,경험형,K-컬처형,1,1,1,,,,4.0,5.0,,,,,,11.0,,,1195.29,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,2.0,5.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
232,3,첫방문,가성비,복합형(가족+친구),1,수도권/지방형(탐험가형),163.52,5.0,"역사, 전통, 자연",경험 및 관계,6,2,1,1.0,2.0,,4.0,5.0,,,,,,,,,817.6,,,,,,,,,,,,,13.0,,,,,26508,,,,,7,5.0,2.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,탐험형
235,2,재방문,여행 편의성,친구형,2,서울 심층형,357.142857142857,7.0,도시 소비형,K-컬처형,12,1,1,1.0,,3.0,4.0,,,,,9.0,10.0,,,,2500.0,1.0,,,,,,,,,,,,,14.0,,,,11002,,,,,11,1.0,7.0,1.0,2.0,3.0,,5.0,,7.0,,,,11.0,12.0,,,,,,,,,서울 확산형
236,5,첫방문,여행 편의성,가족형,1,서울 단기형,209.7,5.0,"역사, 전통, 자연",K-컬처형,1,2,1,1.0,,,,,,,,,,,,,1048.5,1.0,,,,,,,,,,,,,,,,,42001,,,,,3,2.0,5.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
237,2,첫방문,여행 편의성,친구형,1,서울 심층형,256.3,6.0,도시 소비형,K-컬처형,1,2,1,1.0,,,,,,,,,,,,,1537.8,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,13.0,5.0,,2.0,,,5.0,,,,,,,,13.0,,,,,,,,서울 집중형
239,5,재방문,가성비,가족형,1,서울 단기형,242.82,5.0,특수 목적,경험 및 관계,2,2,1,,,3.0,,,,,,,,,,,1214.1,1.0,,,,,,,,,,,,,,,,,11511,,,,,13,2.0,1.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
240,3,재방문,여행 편의성,가족형,3,서울 단기형,355.092,5.0,경험형,가성비 및 접근성,1,2,1,1.0,,3.0,4.0,,,,,9.0,,,,,1775.46,1.0,2.0,,4.0,,,,,,,,,,,,,,41019,,,,,2,1.0,3.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 확산형
243,2,첫방문,여행 편의성,가족형,2,서울 단기형,232.068,5.0,도시 소비형,K-컬처형,1,2,1,1.0,2.0,3.0,,,,,,9.0,,,,,1160.34,1.0,,,4.0,,,,,,,,,,,,,,42001,,,,,2,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,16.0,,,,,서울 확산형
246,4,첫방문,가성비,혼자형,1,서울 심층형,400.0,8.0,도시 소비형,경험 및 관계,4,1,1,,,,,,,,,,,,,,3200.0,1.0,,,,,,,,,,,,,,,,,41106,,,,,15,1.0,12.0,1.0,,,,,,,,,,,12.0,,,15.0,,,,,,서울 집중형
247,2,첫방문,여행 편의성,친구형,3,서울 심층형,166.666666666667,18.0,도시 소비형,경험 및 관계,4,2,1,1.0,,3.0,,,6.0,,,,10.0,11.0,,,3000.0,1.0,,,4.0,,,,,,,,,,,,,17.0,42001,,,,,7,2.0,12.0,,2.0,3.0,4.0,,,7.0,8.0,,,,12.0,13.0,14.0,,16.0,,,,,서울 확산형
248,3,첫방문,안전 및 퀄리티,가족형,1,서울 단기형,297.075,4.0,도시 소비형,가성비 및 접근성,1,1,1,1.0,,3.0,,,,,,,,,,,1188.3,1.0,,,,,,,,,,,,,,,,,11002,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
250,2,첫방문,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),156.9208,5.0,"역사, 전통, 자연",가성비 및 접근성,6,1,1,,,,,,6.0,,,9.0,,11.0,,,784.604,,,,,,,,,9.0,,,,13.0,,,,,47051,,,,,1,3.0,11.0,1.0,,3.0,,,,7.0,,,,11.0,,,,,,,,,,탐험형
251,2,첫방문,안전 및 퀄리티,가족형,2,서울 심층형,166.857142857143,7.0,"역사, 전통, 자연",가성비 및 접근성,6,2,1,,2.0,,,,6.0,,,,10.0,11.0,,,1168.0,1.0,,,,,,,,,,,,13.0,,,,,11513,,,,,8,5.0,2.0,1.0,2.0,3.0,,5.0,6.0,7.0,8.0,,,,,,,,,,,,,서울 확산형
255,5,첫방문,가성비,단체형,2,수도권/지방형(탐험가형),146.0,4.0,"역사, 전통, 자연",경험 및 관계,6,2,1,,2.0,,,,,,,,10.0,,,,584.0,,,,,,,,,9.0,,,,13.0,,,,,47051,,,,,5,3.0,1.0,1.0,,3.0,4.0,5.0,,,,,,,,,,,,,,,,탐험형
258,4,첫방문,여행 편의성,단체형,2,수도권/지방형(탐험가형),175.2,4.0,"역사, 전통, 자연",K-컬처형,6,1,1,,2.0,,,5.0,,,,9.0,,,,,700.8,,,,,,,,,,10.0,,,13.0,,,,,26006,,,,,3,12.0,1.0,1.0,,3.0,,,,,,,,,12.0,,,,,,,,,탐험형
259,3,재방문,여행 편의성,친구형,2,수도권/지방형(탐험가형),183.033333333333,6.0,"역사, 전통, 자연",경험 및 관계,3,2,1,1.0,2.0,3.0,,,,,,,,,,,1098.2,,,,,,,,,,10.0,,,13.0,,,,,48501,,,,,1,2.0,3.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,탐험형
260,4,재방문,여행 편의성,가족형,1,서울 단기형,185.191666666667,4.0,도시 소비형,K-컬처형,2,2,1,1.0,2.0,3.0,4.0,5.0,,,,,,,,,740.766666666667,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
261,5,재방문,가성비,가족형,1,서울 단기형,228.0875,4.0,"역사, 전통, 자연",가성비 및 접근성,2,1,1,1.0,2.0,3.0,,,,,8.0,,,,,,912.35,1.0,,,,,,,,,,,,,,,,,11001,,,,,11,1.0,2.0,1.0,2.0,,,,,,,,,11.0,,,,,,,,,,서울 집중형
267,2,재방문,여행 편의성,단체형,2,수도권/지방형(탐험가형),179.265,4.0,도시 소비형,K-컬처형,3,2,1,,2.0,,,,6.0,,8.0,,,,,,717.06,,,,,,,,,,,,12.0,13.0,,,,,26005,,,,,1,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,탐험형
271,2,재방문,안전 및 퀄리티,복합형(가족+친구),1,수도권/지방형(탐험가형),193.8,5.0,"역사, 전통, 자연",가성비 및 접근성,3,1,1,,,3.0,4.0,,,,,,,,,,969.0,,,,,,,,,,,,,13.0,,,,,26503,,,,,11,5.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,11.0,,,,,,,,,,탐험형
272,4,재방문,여행 편의성,친구형,1,서울 단기형,325.035,4.0,경험형,K-컬처형,1,2,1,,,,,,,,,,,,,,1300.14,1.0,,,,,,,,,,,,,,,,,11193,,,,,8,1.0,,1.0,,,,,,,8.0,,,,,,,,,,,,,서울 집중형
273,2,재방문,안전 및 퀄리티,혼자형,1,서울 심층형,51.26,30.0,경험형,K-컬처형,1,2,1,1.0,,3.0,,,,,,,,,,,1537.8,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,2.0,11.0,1.0,2.0,,,,,,,,,11.0,,,,,,,,,,서울 집중형
276,2,재방문,안전 및 퀄리티,단체형,1,서울 심층형,249.786666666667,6.0,"역사, 전통, 자연",가성비 및 접근성,3,2,1,1.0,2.0,3.0,,,,,,,,,,,1498.72,1.0,,,,,,,,,,,,,,,,,11002,,,,,2,1.0,6.0,1.0,2.0,,,5.0,6.0,7.0,,,,,12.0,,,,,,,,,서울 집중형
277,2,재방문,여행 편의성,가족형,2,서울 단기형,145.591,5.0,특수 목적,가성비 및 접근성,8,2,1,1.0,,3.0,,,,,,,,,,,727.955,1.0,,3.0,,,,,,,,,,,,,,,11001,,,,,12,3.0,2.0,1.0,2.0,3.0,,,,,,,,,12.0,,,,,,,,,서울 확산형
278,3,첫방문,여행 편의성,단체형,2,서울 심층형,263.864285714286,7.0,특수 목적,K-컬처형,8,2,1,1.0,,3.0,,,,,,,10.0,,,13.0,1847.05,1.0,,,4.0,,,,,,,,,,,,,,42001,,,,,1,2.0,3.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 확산형
281,4,첫방문,여행 편의성,혼자형,1,서울 단기형,1000.0,3.0,특수 목적,경험 및 관계,4,1,1,,,3.0,,,,,,,,,,,3000.0,1.0,,,,,,,,,,,,,,,,,11062,,,,,12,2.0,1.0,1.0,2.0,,,,,,,,,,12.0,,,,,,,,,서울 집중형
282,4,첫방문,여행 편의성,가족형,1,서울 심층형,162.5,16.0,도시 소비형,경험 및 관계,97,2,1,1.0,,3.0,,,,,,,,,,,2600.0,1.0,,,,,,,,,,,,,,,,,11002,,,,,3,1.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,,,,서울 집중형
285,3,첫방문,여행 편의성,가족형,3,수도권/지방형(탐험가형),59.2592592592593,27.0,경험형,경험 및 관계,4,1,1,1.0,,3.0,,,,,,,,,,,1600.0,1.0,,,,5.0,,,,,,,,13.0,,,,,26006,,,,,14,1.0,2.0,1.0,2.0,,,5.0,,7.0,,,,11.0,,,14.0,,,,,,,서울 확산형
286,2,재방문,여행 편의성,친구형,2,수도권/지방형(탐험가형),90.117,5.0,"역사, 전통, 자연",가성비 및 접근성,3,1,1,,,,,,,,,,,,,,450.585,,,,,,,,,,,,12.0,13.0,,,,,26015,,,,,1,8.0,,1.0,,,,,,,8.0,,,,,,,,,,,,,탐험형
288,5,재방문,안전 및 퀄리티,친구형,1,서울 단기형,504.6875,4.0,도시 소비형,K-컬처형,3,2,1,1.0,2.0,,4.0,,,,,,,,,,2018.75,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,13.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
289,2,재방문,여행 편의성,혼자형,2,서울 심층형,228.763636363636,11.0,경험형,K-컬처형,1,2,1,1.0,,3.0,,,,,,,,,,,2516.4,1.0,,,,,,,,,,,,13.0,,,,,11002,11506.0,11516.0,,,8,2.0,,,2.0,,,,,,8.0,,,,,,,,,,,,,서울 확산형
291,2,첫방문,가성비,친구형,1,서울 심층형,137.623333333333,6.0,"역사, 전통, 자연",경험 및 관계,8,1,1,1.0,,,,5.0,,,,,10.0,,,,825.74,1.0,,,,,,,,,,,,,,,,,11012,,,,,14,5.0,4.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,14.0,,,,,,,서울 집중형
292,4,첫방문,여행 편의성,가족형,2,서울 심층형,217.3,9.0,"역사, 전통, 자연",경험 및 관계,8,2,1,1.0,2.0,3.0,,,,,,,,,,,1955.7,1.0,,,4.0,,,,,,,,,,,,,,42001,,,,,5,7.0,2.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 확산형
293,5,첫방문,안전 및 퀄리티,가족형,2,서울 심층형,120.722222222222,6.0,특수 목적,경험 및 관계,8,2,1,1.0,,3.0,,,6.0,,,,,,,,724.333333333333,1.0,,,4.0,,,,,,,,,,,,,,42001,,,,,7,2.0,3.0,,2.0,3.0,,5.0,6.0,7.0,,,,11.0,,,,15.0,,,,,,서울 확산형
294,6,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,133.333333333333,6.0,"역사, 전통, 자연",경험 및 관계,4,2,1,,2.0,,,,,,,,10.0,,,,800.0,1.0,,,,,,,,,,,,,,,,,11081,,,,,1,5.0,3.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
296,4,재방문,여행 편의성,가족형,2,수도권/지방형(탐험가형),269.166666666667,6.0,특수 목적,경험 및 관계,3,2,1,1.0,2.0,,,,,7.0,,,,,,,1615.0,1.0,,,4.0,,,,,,,,,,,,,,42009,,,,,16,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,16.0,,,,,서울 확산형
297,3,첫방문,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),345.0,4.0,"역사, 전통, 자연",경험 및 관계,8,2,1,1.0,,,,,6.0,,,,,11.0,,,1380.0,,,,,,,,,,,,,13.0,,,,,26501,,,,,5,1.0,,1.0,,,,5.0,,,,,,,,,,,,,,,,탐험형
298,5,첫방문,여행 편의성,친구형,1,수도권/지방형(탐험가형),239.70752,5.0,도시 소비형,경험 및 관계,8,2,1,,,3.0,,5.0,6.0,,,,,,,,1198.5376,,,,,,,,,,,,,13.0,,,,,26006,,,,,5,2.0,3.0,,2.0,3.0,,5.0,,,,,,,,,,,,,,,,탐험형
299,2,첫방문,여행 편의성,가족형,1,서울 단기형,376.8,5.0,도시 소비형,경험 및 관계,10,1,1,,,3.0,4.0,,,,8.0,,10.0,,,,1884.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,11,7.0,2.0,1.0,2.0,3.0,,5.0,,7.0,,,,11.0,,,,15.0,,,,,,서울 집중형
302,2,첫방문,안전 및 퀄리티,가족형,2,서울 심층형,210.121428571429,7.0,도시 소비형,가성비 및 접근성,5,2,1,,2.0,3.0,,,,,,,,,,,1470.85,1.0,2.0,,,,,,,,,,,,,,,,41015,,,,,1,16.0,11.0,1.0,2.0,,,,,,,,,11.0,,,,,16.0,,,,,서울 확산형
303,1,첫방문,가성비,가족형,1,서울 단기형,239.02,5.0,도시 소비형,K-컬처형,3,2,1,,,3.0,4.0,,,,,,,11.0,,,1195.1,1.0,,,,,,,,,,,,,,,,,11001,,,,,8,2.0,1.0,1.0,2.0,,,,,,8.0,,,11.0,,,,,,,,,,서울 집중형
304,5,재방문,여행 편의성,단체형,2,서울 심층형,438.357142857143,7.0,도시 소비형,경험 및 관계,3,2,1,1.0,2.0,,4.0,,,7.0,,,,,,,3068.5,1.0,,,,,,,,,,,,,,,,17.0,11021,11002.0,,,,2,1.0,5.0,1.0,2.0,,,5.0,,7.0,,,,,12.0,,,,,,,,,서울 확산형
305,4,재방문,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),236.0,5.0,"역사, 전통, 자연",K-컬처형,8,2,1,,,,4.0,5.0,6.0,,,9.0,,,,,1180.0,,,,,,,,,,10.0,,,13.0,,,,,26501,,,,,1,3.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,탐험형
306,5,첫방문,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),157.0,6.0,도시 소비형,K-컬처형,10,1,1,,,,4.0,,,,,,,,,,942.0,,,3.0,,,,,,,,,,,,,,,42009,,,,,16,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,16.0,,,,,탐험형
307,4,첫방문,여행 편의성,복합형(가족+친구),2,수도권/지방형(탐험가형),151.84,5.0,도시 소비형,경험 및 관계,6,2,1,1.0,2.0,,4.0,,,,,,10.0,,,,759.2,,,,,,,,,9.0,,,,13.0,,,,,47051,,,,,5,7.0,2.0,,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,탐험형
308,2,첫방문,여행 편의성,가족형,2,서울 심층형,144.349285714286,7.0,경험형,경험 및 관계,8,2,1,1.0,,3.0,4.0,,,,,,10.0,,,,1010.445,1.0,,,4.0,,,,,,,,,,,,,,11001,,,,,5,2.0,4.0,,2.0,3.0,4.0,5.0,,,,,10.0,,,,,,,,,,,서울 확산형
310,4,재방문,여행 편의성,가족형,2,서울 단기형,290.7,5.0,도시 소비형,가성비 및 접근성,3,2,1,1.0,2.0,,,,,,,,,,,,1453.5,1.0,,,4.0,,,,,,,,,,,,,,42103,,,,,16,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,16.0,,,,,서울 확산형
311,3,첫방문,여행 편의성,가족형,1,서울 심층형,240.096666666667,6.0,특수 목적,K-컬처형,3,2,1,1.0,,3.0,4.0,,,,,,,,,,1440.58,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
313,4,첫방문,안전 및 퀄리티,가족형,3,서울 단기형,304.22,5.0,도시 소비형,경험 및 관계,8,2,1,1.0,,,,,,7.0,,,10.0,,,,1521.1,1.0,,,4.0,,,,,,,,,13.0,,,,,42001,,,,,5,6.0,1.0,1.0,2.0,3.0,,5.0,6.0,,,,,,,,,,,,,,,서울 확산형
314,3,재방문,여행 편의성,친구형,1,서울 단기형,383.5625,4.0,도시 소비형,K-컬처형,3,2,1,1.0,2.0,3.0,,,,,,,,,,,1534.25,1.0,,,,,,,,,,,,,,,,,11002,,,,,2,1.0,8.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
315,4,첫방문,여행 편의성,가족형,2,서울 단기형,646.0,4.0,"역사, 전통, 자연",가성비 및 접근성,3,1,1,1.0,,,,,,,,,,,,,2584.0,1.0,,,4.0,,,,,,,,,,,,,,42507,,,,,16,6.0,1.0,1.0,2.0,,,,6.0,,,,,,,,,,16.0,,,,,서울 확산형
317,2,재방문,여행 편의성,가족형,1,서울 단기형,335.92,5.0,"역사, 전통, 자연",경험 및 관계,3,2,1,,2.0,3.0,4.0,,,,,,,,,,1679.6,1.0,,,,,,,,,,,,,,,,,11001,,,,,5,2.0,1.0,1.0,2.0,,,5.0,,,,,,,12.0,,,,,,,,,서울 집중형
319,2,첫방문,여행 편의성,혼자형,1,서울 심층형,228.571428571429,7.0,특수 목적,K-컬처형,14,1,1,,2.0,3.0,,,,,,,,11.0,,,1600.0,1.0,,,,,,,,,,,,,,,,,11916,,,,,5,2.0,12.0,,2.0,,,5.0,,7.0,,,,,12.0,,,,,,,,,서울 집중형
322,2,재방문,여행 편의성,친구형,1,서울 심층형,130.38,6.0,특수 목적,경험 및 관계,8,2,1,1.0,2.0,,,,6.0,,,,10.0,,,,782.28,1.0,,,,,,,,,,,,,,,,,11513,,,,,2,1.0,3.0,1.0,2.0,3.0,,5.0,,,,,,,,13.0,,,,,,,,서울 집중형
323,3,재방문,여행 편의성,친구형,2,수도권/지방형(탐험가형),191.766016,5.0,도시 소비형,K-컬처형,9,2,1,,2.0,,,5.0,,,,9.0,,11.0,,,958.83008,,,,,,,,,,10.0,,,13.0,,,,,48505,,,,,1,3.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,탐험형
325,4,첫방문,안전 및 퀄리티,가족형,2,서울 단기형,320.0,5.0,"역사, 전통, 자연",경험 및 관계,9,2,1,1.0,2.0,,,,6.0,7.0,,,10.0,,,,1600.0,1.0,,,4.0,,,,,,,,,,,,,,42050,,,,,6,3.0,5.0,1.0,2.0,3.0,,5.0,6.0,,,,,11.0,,,,,,,,,,서울 확산형
328,2,첫방문,여행 편의성,친구형,1,서울 심층형,507.033333333333,6.0,"역사, 전통, 자연",K-컬처형,8,2,1,,,,,,,,,,,,,,3042.2,1.0,,,,,,,,,,,,,,,,,11001,,,,,4,13.0,,,,,4.0,,,,,,,,,13.0,,,,,,,,서울 집중형
329,3,재방문,여행 편의성,친구형,2,수도권/지방형(탐험가형),194.76236,5.0,도시 소비형,경험 및 관계,7,2,1,,2.0,3.0,,5.0,6.0,,,,,,,,973.8118,,,,,,,,,9.0,,,,13.0,,,,,47051,,,,,5,11.0,2.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,11.0,,,,,,,,,,탐험형
330,6,첫방문,여행 편의성,단체형,2,수도권/지방형(탐험가형),202.25322,5.0,도시 소비형,가성비 및 접근성,7,2,1,1.0,2.0,3.0,,,6.0,,,9.0,,,,,1011.2661,,,,,,,,,9.0,,,,13.0,,,,,47051,,,,,5,7.0,3.0,,,3.0,,5.0,,7.0,,,,,,,,,,,,,,탐험형
332,3,첫방문,안전 및 퀄리티,가족형,2,서울 단기형,339.15,4.0,도시 소비형,K-컬처형,3,2,1,1.0,2.0,,,,,,,,,,,,1356.6,1.0,,,4.0,,,,,,,,,,,,,,42103,,,,,6,1.0,2.0,1.0,2.0,,,,6.0,,,,,,,,,,,,,,,서울 확산형
333,5,첫방문,가성비,단체형,2,수도권/지방형(탐험가형),228.47123,4.0,"역사, 전통, 자연",가성비 및 접근성,7,2,1,1.0,2.0,,,,,,,9.0,10.0,,,,913.88492,,,,,,,,,,,,12.0,13.0,,,,,26012,,,,,1,3.0,5.0,1.0,,3.0,,5.0,,,,,,,,,,,,,,,,탐험형
334,4,첫방문,여행 편의성,가족형,2,서울 심층형,141.245,8.0,경험형,경험 및 관계,8,1,1,1.0,2.0,3.0,,,,,,,10.0,,,,1129.96,1.0,,,4.0,,,,,,,,,,,,,,11012,42001.0,,,,5,6.0,3.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,12.0,,,,,,,,,서울 확산형
336,1,첫방문,안전 및 퀄리티,가족형,2,서울 심층형,67.90625,8.0,"역사, 전통, 자연",경험 및 관계,8,1,1,,2.0,,,,,,,,,,,,543.25,1.0,,,,,,,,,,,,13.0,,,,,26006,,,,,3,5.0,12.0,,,3.0,,5.0,,,,,,,12.0,,,,,,,,,서울 확산형
337,3,재방문,안전 및 퀄리티,가족형,1,서울 심층형,102.613888888889,6.0,특수 목적,경험 및 관계,8,1,1,,,,,,,,,,,,,,615.683333333334,1.0,,,,,,,,,,,,,,,,,42009,,,,,10,12.0,,,,,,,,,,,10.0,,12.0,,,,,,,,,서울 집중형
341,4,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,650.0,8.0,"역사, 전통, 자연",경험 및 관계,8,1,1,,,,,,,,,,,,,,5200.0,1.0,,,,,,,,,,,,,,,,,42001,,,,,4,2.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
344,2,첫방문,여행 편의성,친구형,2,서울 심층형,162.301966666667,6.0,"역사, 전통, 자연",K-컬처형,7,2,1,,,3.0,,,6.0,,,,10.0,11.0,,,973.8118,1.0,,,,,,,,,,,,13.0,,,,,11001,,,,,8,3.0,1.0,1.0,2.0,3.0,,5.0,6.0,7.0,8.0,,,11.0,,,,,,,,,,서울 확산형
